004:59:37|ALSJ|summary|While they waited for the S-IVB burn, Cernan reported that, while he knew "we're not the first to discover this, but we'd like to confirm, from the crew of Apollo 17, that the world is round." In the two hours since the TLI burn, they had moved out far enough - about 16,600 miles - that they could see the whole Earth. Because of the Moon's position in its orbit, they were south of the terrestrial equator, over the southern tip of Africa, and had no trouble seeing Antarctica. The Earth was nearly full and, at 30,000 miles, they took a stunning portrait of the planet.
005:52:25|ALSJ|summary|Throughout the outbound journey, they had a good view back toward Earth. Schmitt, in particular, provided lengthy and detailed weather reports, complete with predictions. His first report, given while Cernan and Evans were getting out of their suits, went on for a full half hour and, as the Earth turned beneath them, he could update his predictions for various parts of the world. Later in the mission, CapCom Gordo Fullerton told him, "You're a regular human weather satellite."
009:00:00|ALSJ|summary|Nine hours into the mission, they were ready to sleep. Cernan wore a headset in case Houston needed to talk; and he also wore biomedical sensors so that the flight surgeon could watch his heart rate and other vital signs. On this first night, none of them got more than about three hours of sound sleep but, for the next few days, the work load would be relatively light and there would be plenty of time to get adequate rest.
015:02:45|ALSJ|summary|On the morning of this second day, Houston was ready to discuss a reset of the mission clocks so that when they got to lunar orbit at the pre-planned time, the clock time would agree with the times printed in the flight plan. In essence, they needed to add two hours and forty minutes to the actual elapsed time and Houston was looking for a spot in the flight plan where the reset could be done without significant disruption. Their first thought was to do the whole correction at 65 hours. However, the choice would shorten that work day from 16 hours to 13 1/3 hours and, after some thought, Houston decided that it would be best to modify the schedule in two stages and avoid any more disruption of the sleep/wake cycle than was already necessary. Between 46 and 65 hours after the actual launch, they would move all activities up one hour. That is, they would do the activities scheduled at 52 hours at 51 hours of elapsed time. Then, at 65 hours they would set the clocks forward to 67:40. It was a bit confusing, even to the crew, but it avoided two clock changes and, because there were to be relatively few things going on between 46 and 65 hours, there would be only a few pencil changes in the flight plan.
021:28:24|ALSJ|summary|About six hours after their first wake-up in space, Schmitt got down under one of the couches and, by holding onto one of the struts, was able to get some exercise by running in place on the bulkhead of what was called the Lower Equipment Bay. Before starting, his heart rate had been about 60 beats per minute and, much to the surgeon's pleasure, he was able to get his rate up to about 140. What is more, the engineers reported that he shook the spacecraft hard enough to stir the liquid oxygen in the Service Module tanks. Each of the tanks contained a fan and, when the fan wasn't running, heat losses at the walls created temperature gradients in the tank, a circumstance that the engineers wanted to avoid. By exercising, Schmitt had saved them the trouble of turning on the fan, thereby saving a little spacecraft power.
025:26:26|ALSJ|summary|The second day was purposefully short. The landing was scheduled for about 2:30 p.m., Florida time, and the crew was then going to do a full EVA before getting to bed. They wanted to wake up on landing day at about 7:30 a.m., Florida time, and it had been decided that, after the disruption of their sleep cycle caused by the night launch, it would be best to get back to a morning wake-up as early in the flight as possible. After launching, they hadn't gotten to sleep until it was about dawn at the Cape, and then their first wake-up came at about 3:30 in the afternoon. However, by having only a ten-hour second day, they were asleep by 1:30 a.m. Florida time and could wake up at 9:30 a.m. with most of the adjustment already made and with three more sleep periods to go before landing day. With the help of a Seconal sleeping tablet, each of them got 7 1/2 hours of sound sleep on their second night in space and awoke feeling well rested and ready to go.
034:10:19|ALSJ|summary|By now, they were a bit over half way to the Moon, about 125,000 miles out from Earth and the spacecraft was working beautifully. They had been consuming maneuvering fuel, water, oxygen, and electric power at very close to the predicted rates; and they were being conscientious about eating and drinking enough to keep the surgeon happy. After Schmitt reported on the weather for southern Africa and Argentina, Fullerton read a news summary that included items such as the ongoing negotiations in Paris between the United States and North Vietnam, the medical condition of former President Harry Truman, and the start of the Texas state high school football playoffs.
035:30:00|ALSJ|summary|The first big event of the day was a midcourse trajectory correction which came about two hours after wake up, an exceedingly modest two-second burn of the Service Module Engine.
042:59:32|ALSJ|summary|The crew ran a small, self-contained, heat-flow-and-convection experiment which proved to be so fascinating that Houston had to remind them to take care of some other items in the checklist. Schmitt thought that it was the best Saturday afternoon matinee he'd seen in a long time and wished that they'd had some popcorn.
056:35:40|ALSJ|summary|For this third rest period, Houston gave the crew of Apollo 17 a full eight hours and, for the first time in the mission, Fullerton had to wake the crew out of a sound sleep. As a wake-up call, he used the stirring strains of the Jayhawk Fight Song, in honor of Ron Evans' alma mater, the University of Kansas. It was going to be another quiet day and Schmitt thought their only problem was going to be keeping Evans from going back to sleep.
059:57:53|ALSJ|summary|Schmitt got back in the LM and powered it up for about a half hour so that Houston could take a look at the telemetry system. He made another brief check of the comm system and, as Houston had expected after thinking about things overnight, the previous day's problems were confirmed as being problems on the ground, rather than in the spacecraft.
063:10:15|ALSJ|summary|While they got ready for lunch, Cernan took a look back at Earth, conscious that this would be the last trip anyone would make out this far for some time to come. He told Houston "You can look right down at the Cape area - that's the Cape that we know, in Florida - and it's a little disheartening because the last time I was up here (on Apollo 10) looking back from this angle, they were moving another Saturn V for another Moon trip out on the pad already."
063:49:46|ALSJ|summary|The preparations for lunch took a bit longer than usual and the reason was that Evans couldn't find his scissors. The food, much of it dehydrated, was sealed in tough plastic bags. Each of them carried a pair of good quality surgical scissors so that they could cut the bags and get at the food. Without his scissors, Evans would get mighty hungry and his one hope, short of finding his own, was that Cernan or Schmitt would lend him a pair while they were down on the surface. After some joking about his predicament, they agreed to leave a pair behind.
065:00:00|ALSJ|summary|After lunch, it was time to reset the clocks. Fullerton read them an explanation written for the press by the Public Affairs Office and, if possible, it was worse than what I wrote for this summary. Certainly Fullerton and the crew had a good chuckle over it. The important point was that, after lunch, they were 65 hours into the mission but had completed all the planned activities up to 67:40. Now, they could change the clocks and, from then on, behave as though they had launched on time.
