-024000|KSC-72P-468.jpg|KSC-72P-468||||Prelaunch|
-011500|S72-54881.jpg|S72-54881||||Gene Kranz briefing Neil Hutchinson and Gerald Griffin at Mission Contol during Apollo 17 launch delay|
-0010000|KSC-72PC-589.jpg|KSC-72PC-589|||J.L. Pickering|A dramatic photo of the Apollo 17 Saturn V on pad 39-A at dusk|
-004000|72-H-1454.jpg|72-H-1454||||Saturn V on the pad|
-000055|prelaunch_21251698486_a6c893d505_o.jpg|prelaunch_21251698486_a6c893d505_o||||Prelaunch|
-000005|72-H-1515.jpg|72-H-1515||||Apollo 17 Launch|
0000001|liftoff1-noID.jpg|liftoff1-noID||||Liftoff|
0000003|liftoff2-noID.jpg|liftoff2-noID||||Liftoff|
0000006|launch_14963763190_bf5c970e23_o.jpg|launch_14963763190_bf5c970e23_o||||Liftoff|
0000008|liftoff-b-noID.jpg|liftoff-b-noID||||Liftoff|
0000010|S72-55070.jpg|S72-55070||||The huge, 363-feet tall Apollo 17 (Spacecraft 114/Lunar Module 12/Saturn 512) space vehicle is launched from Pad A, Launch Complex 39, Kennedy Space Center (KSC), Florida, at 12:33 a.m. (EST), Dec. 7, 1972. Apollo 17, the final lunar landing mission in NASA's Apollo program, was the first nighttime liftoff of the Saturn V launch vehicle. Aboard the Apollo 17 spacecraft were astronaut Eugene A. Cernan, commander; astronaut Ronald E. Evans, command module pilot; and scientist-astronaut Harrison H. Schmitt, lunar module pilot. Flame from the five F-1 engines of the Apollo/Saturn first (S-1C) stage illuminates the nighttime scene. A two-hour and 40-minute hold delayed the Apollo 17 launching.|
0000013|7161301334_78b1a3d152_o.jpg|7161301334_78b1a3d152_o||||Liftoff|
0001154|72-HC-888.jpg|72-HC-888|||research: J.L. Pickering|Members of Government-Industry team that launched Apollo 17 Saturn V space vehicle applaud remarks by Vice President Spiro T. Agnew in launch control center|
0001600|148-22607.jpg|22607|NN|148|JSC scan|AUSTRALIA, GULF OF CARPENTARIA|
0001600|148-22609.jpg|22609|NN|148|JSC scan|AUSTRALIA, PRINCESS CHARLOTTE BAY|
0001610|148-22608.jpg|22608|NN|148|JSC scan|AUSTRALIA, GULF OF CARPENTARIA|
0003000|148-22610.jpg|22610|NN|148|JSC scan|EARTH (CLOUDS)|
0004500|148-22611.jpg|22611|NN|148|JSC scan|EARTH (CLOUDS)|
0004520|148-22612.jpg|22612|NN|148|JSC scan|EARTH (CLOUDS)|
0004540|148-22613.jpg|22613|NN|148|JSC scan|EARTH (SUNRISE)|
0005400|148-22614.jpg|22614|NN|148|JSC scan|EARTH (CLOUDS)|
0005420|148-22615.jpg|22615|NN|148|JSC scan|EARTH (CLOUDS)|
0005600|148-22616.jpg|22616|NN|148|JSC scan|EARTH (CLOUDS)|
0010000|148-22617.jpg|22617|NN|148|JSC scan|EARTH (CLOUDS, WATER)|
0010100|148-22618.jpg|22618|NN|148|JSC scan|EARTH (CLOUDS, WATER)|
0013000|148-22619.jpg|22619|NN|148|JSC scan|EARTH (CLOUDS, WATER)|
0013020|148-22620.jpg|22620|NN|148|JSC scan|EARTH (CLOUDS, WATER)|
0020000|148-22621.jpg|22621|NN|148|JSC scan|EARTH (CLOUDS, WATER)|
0020100|148-22622.jpg|22622|NN|148|JSC scan|SOUTH WEST AFRICA, ANGOLA|
0020120|148-22623.jpg|22623|NN|148|JSC scan|ANGOLA, COAST|
0020140|148-22624.jpg|22624|NN|148|JSC scan|ANGOLA, COAST|
0020200|148-22625.jpg|22625|NN|148|JSC scan|ANGOLA, SOUTH WEST AFRICA|
0020200|148-22626.jpg|22626|NN|148|JSC scan|SOUTH WEST AFRICA, HOABUSIB RIVER|
0020500|148-22627.jpg|22627|NN|148|JSC scan|SOUTH WEST AFRICA, ETOSHA PANS|
0020600|148-22628.jpg|22628|NN|148|JSC scan|SOUTH WEST AFRICA, ANGOLA, CUNENE RIVER|
0020700|148-22629.jpg|22629|NN|148|JSC scan|SOUTH WEST AFRICA, GROOTFONTEIN|
0020800|148-22630.jpg|22630|NN|148|JSC scan|SOUTH WEST AFRICA, CUBANGO RIVER|
0020900|148-22631.jpg|22631|NN|148|JSC scan|SOUTH WEST AFRICA, GROOTFONTEIN|
0021000|148-22632.jpg|22632|NN|148|JSC scan|BOTSWANA|
0021100|148-22633.jpg|22633|NN|148|JSC scan|BOTSWANA|
0021200|148-22634.jpg|22634|NN|148|JSC scan|BOTSWANA|
0021300|148-22635.jpg|22635|NN|148|JSC scan|BOTSWANA|
0021400|148-22636.jpg|22636|NN|148|JSC scan|BOTSWANA, S OF MAKARIKARI PANS|
0021500|148-22637.jpg|22637|NN|148|JSC scan|BOTSWANA, S OF MAKARIKARI PANS|
0021600|148-22638.jpg|22638|NN|148|JSC scan|BOTSWANA, MAKARIKARI PANS|
0021700|148-22639.jpg|22639|NN|148|JSC scan|BOTSWANA, SOUTH AFRICA, LIMPOPO RIVER|
0021800|148-22640.jpg|22640|NN|148|JSC scan|SOUTH AFRICA, MOZAMBIQUE, INDIAN OCEAN|
0021900|148-22641.jpg|22641|NN|148|JSC scan|LIMPOPO RIVER, SHASHI RIVER CONFLUENCE|
0022000|148-22642.jpg|22642|NN|148|JSC scan|MOZAMBIQUE, BAY OF LAURENCO MARQUES|
0022100|148-22643.jpg|22643|NN|148|JSC scan|MOZAMBIQUE COAST|
0022200|148-22645.jpg|22645|NN|148|JSC scan|MOZAMBIQUE COAST, INHAMBANG|
0022300|148-22647.jpg|22647|NN|148|JSC scan|MADAGASCAR, SW COAST|
0022400|148-22648.jpg|22648|NN|148|JSC scan|MADAGASCAR, S COAST|
0022410|148-22649.jpg|22649|NN|148|JSC scan|MADAGASCAR, S COAST|
0022420|148-22650.jpg|22650|NN|148|JSC scan|MADAGASCAR, E COAST|
0023500|148-22651.jpg|22651|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023520|148-22652.jpg|22652|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023600|148-22653.jpg|22653|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023620|148-22654.jpg|22654|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023700|148-22655.jpg|22655|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023800|148-22656.jpg|22656|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023820|148-22657.jpg|22657|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023900|148-22658.jpg|22658|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0023905|148-22659.jpg|22659|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0024000|148-22660.jpg|22660|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0024100|148-22661.jpg|22661|NN|148|JSC scan|cloud formations viewed from Earth orbit prior to TLI|
0024200|148-22662.jpg|22662|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0024300|148-22663.jpg|22663|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0024320|148-22664.jpg|22664|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0025000|148-22665.jpg|22665|NN|148|JSC scan|EARTH (CLOUD, WATER)|
0031713|148-22666.jpg|22666|NN|148|JSC scan|DARK|
0031723|148-22667.jpg|22667|NN|148|JSC scan|EARTH (SUNRISE)|
0031728|148-22668.jpg|22668|NN|148|JSC scan|EARTH (SUNRISE)|
0031801|148-22669.jpg|22669|NN|148|JSC scan|AFRICA, W COAST|
0031805|148-22671.jpg|22671|NN|148|JSC scan|AFRICA, W COAST|
0033510|148-22672.jpg|22672|NN|148|JSC scan|DEBRIS|
0033558|148-22673.jpg|22673|NN|148|JSC scan|DEBRIS|
0033604|148-22674.jpg|22674|NN|148|JSC scan|DEBRIS|
0033610|148-22675.jpg|22675|NN|148|JSC scan|DEBRIS|
0033620|148-22676.jpg|22676|NN|148|JSC scan|DEBRIS|
0033640|148-22677.jpg|22677|NN|148|JSC scan|DEBRIS|
0033650|148-22678.jpg|22678|NN|148|JSC scan|DEBRIS|
