114:18:06|250
114:25:10|787
114:31:03|1046
114:36:06|806
114:40:31|698
114:45:46|994
114:48:49|1295
114:56:01|1260
115:02:00|1086
115:08:19|822
115:12:46|522
115:23:32|1329
115:29:45|1511
115:34:11|1271
115:40:28|1103
115:47:41|1032
115:52:37|1333
115:57:59|1099
116:04:11|1365
116:08:56|1149
116:14:30|1384
116:20:12|1108
116:26:03|1488
116:29:34|1175
116:36:24|1369
116:44:34|1232
116:49:00|985
117:11:58|1752
117:18:04|1127
117:26:12|1122
117:30:10|1508
117:33:58|1286
117:38:23|1130
117:44:20|1113
117:48:25|1077
117:59:50|1758
118:05:14|1374
118:12:58|1772
118:19:14|1683
118:23:17|1785
118:32:08|1384
118:37:27|1378
118:44:16|1626
118:48:39|1620
118:54:39|1380
118:59:26|978
119:05:02|1111
119:10:21|1112
119:14:52|565
119:23:02|397
119:29:34|513
119:33:20|495
119:41:20|1073
119:45:46|857
119:51:02|1045
119:56:23|871
120:04:13|872
120:15:35|362
120:20:54|381
120:25:30|802
120:30:47|929
120:35:49|792
120:40:53|564
120:48:51|1238
120:54:35|788
120:59:15|897
121:03:34|1156
121:08:54|1091
121:16:21|1362
121:22:36|1405
121:26:03|1370
121:28:14|1388
121:33:25|1936
137:48:54|323
137:57:44|705
138:03:28|649
138:09:04|999
138:16:48|618
138:27:10|1124
138:34:34|495
138:42:04|1129
138:47:40|560
138:54:41|408
138:59:24|423
139:03:01|301
139:08:01|412
139:12:57|240
139:26:17|244
139:44:10|527
139:51:13|522
139:53:48|380
140:00:21|410
140:11:51|1282
140:16:57|815
140:26:52|738
140:32:12|1062
140:39:10|712
140:43:50|600
140:47:50|849
140:54:09|990
141:01:28|924
141:05:21|822
141:08:35|1142
141:16:18|680
141:20:29|680
141:27:40|1050
141:31:05|1125
141:38:42|329
141:42:24|455
141:46:17|323
141:50:43|262
141:58:47|1012
142:04:49|1088
142:08:39|758
142:18:45|1285
142:20:42|824
142:25:15|1158
142:28:36|975
142:33:50|985
142:40:11|315
142:45:40|310
142:51:39|198
142:59:12|974
143:04:26|979
143:09:03|1516
143:12:38|1262
143:18:29|1551
143:26:51|653
143:32:03|541
143:37:51|713
143:41:09|353
143:47:08|277
143:51:38|454
143:57:22|1250
144:01:14|1047
144:06:02|1356
144:11:10|991
144:16:07|960
144:24:22|508
144:29:01|1233
144:35:02|1233
144:45:42|1040
144:50:43|1171
144:53:47|938
145:00:37|1024
145:04:36|1206
145:08:55|800
145:15:21|1327
145:19:37|698
145:28:46|1535
160:54:18|781
161:06:51|899
161:11:47|788
161:18:03|859
161:24:06|1037
161:28:43|754
161:35:15|770
161:38:50|523
161:44:47|336
161:54:57|342
162:00:40|252
162:06:10|358
162:16:07|506
162:22:15|1047
162:29:33|1002
162:34:56|684
162:40:31|1079
162:47:47|928
162:55:24|1181
163:00:22|1202
163:05:25|1586
163:09:21|682
163:13:36|955
163:19:08|1173
163:25:20|941
163:30:19|1088
163:35:54|482
163:41:30|948
163:45:42|1089
163:52:12|984
163:57:14|1277
164:00:41|540
164:16:17|324
164:21:39|921
164:27:12|1224
164:33:20|1730
164:40:20|1584
164:44:56|1180
164:50:25|1216
164:55:24|1338
165:00:33|1096
165:05:01|1218
165:10:42|1046
165:18:08|511
165:26:28|467
165:30:12|790
165:35:10|836
165:38:19|917
165:43:47|882
165:46:09|938
165:52:08|939
165:57:25|1207
166:00:59|854
166:06:29|935
166:14:34|936
166:16:00|425
166:21:46|547
166:26:09|381
166:29:49|386
166:35:35|528
166:41:42|994
166:47:30|1211
166:52:17|1611
166:56:40|1394
166:59:12|1111
167:03:42|1344
167:09:09|1289
167:13:11|698
167:18:03|1391
167:24:35|1447
167:28:41|1190
167:34:29|1438
167:38:54|1357
167:45:13|1580
167:51:14|1636
167:53:50|1636
168:06:27|2032
160:50:03|463
