088:43:38|1
090:41:00|2
092:48:03|3
094:41:08|4
096:35:22|5
098:29:00|6
100:22:05|7
102:16:02|8
104:12:00|9
106:05:00|10
107:59:10|11
109:53:48|12
111:48:04|13
113:47:00|14
115:45:15|15
117:44:00|16
119:42:45|17
121:41:00|18
123:39:00|19
125:38:00|20
127:33:10|21
129:35:00|22
131:34:00|23
133:31:43|24
135:31:00|25
137:30:00|26
139:29:01|27
141:27:00|28
143:26:00|29
145:24:00|30
147:23:00|31
149:21:00|32
151:20:00|33
153:19:00|34
155:17:00|35
157:14:00|36
159:14:00|37
161:13:00|38
163:12:00|39
165:10:00|40
167:08:00|41
169:07:00|42
171:06:00|43
173:04:00|44
175:03:00|45
176:50:00|46
179:00:00|47
180:56:00|48
182:56:09|49
184:56:00|50
186:55:00|51
188:52:00|52
190:52:00|53
192:50:00|54
194:49:00|55
196:47:00|56
198:45:33|57
200:45:00|58
202:44:00|59
204:42:00|60
206:41:00|61
208:39:34|62
210:38:00|63
212:37:00|64
214:36:00|65
216:35:28|66
218:33:00|67
220:32:00|68
222:31:00|69
224:29:00|70
226:26:00|71
228:25:54|72
230:25:23|73
232:25:28|74
234:24:21|75
236:23:00|TEI
