114:18:18|166
114:22:47|306
114:29:18|312
114:33:32|1193
114:37:06|992
114:43:38|1752
114:48:26|564
114:53:40|1364
115:00:04|1023
115:05:52|1183
115:21:47|1221
115:26:57|1100
115:32:36|833
115:39:16|1259
115:51:09|944
115:56:31|1344
116:01:20|970
116:10:43|1723
116:14:54|1736
116:20:38|2450
116:29:47|1021
116:35:38|1354
116:40:20|626
116:45:52|785
116:50:44|558
116:56:21|964
117:04:37|710
117:09:37|850
117:14:14|622
117:22:26|968
117:30:11|1482
117:33:59|1194
117:38:24|1120
117:43:26|1360
117:48:31|959
117:57:07|1693
118:15:00|649
118:23:24|2291
118:27:59|1215
118:33:49|1489
118:38:39|1134
118:44:08|1180
118:48:50|1173
118:55:21|465
119:01:56|2087
119:06:23|671
119:12:13|951
119:16:09|276
119:21:01|8
119:25:38|1263
119:30:47|1109
119:35:32|1255
119:41:26|968
119:51:13|1334
119:59:33|1300
120:08:03|264
120:13:23|631
120:19:42|784
120:24:22|723
120:28:54|970
120:33:28|642
120:41:17|1335
120:45:35|981
120:49:53|1335
120:54:28|1007
120:59:17|1347
121:05:32|1346
121:10:44|545
121:19:37|1358
121:26:12|770
137:54:44|470
138:00:27|968
138:11:50|1259
138:17:18|1185
138:22:25|891
138:26:50|173
138:37:34|1401
138:42:25|1095
138:46:56|1273
138:51:13|222
138:57:10|1285
139:00:57|327
139:07:13|280
139:12:32|439
139:16:42|-207
139:20:27|-41
139:25:09|-62
139:31:02|855
139:36:28|43
139:47:25|-72
139:53:38|399
139:57:49|977
140:02:21|1176
140:06:24|863
140:12:30|1021
140:17:14|1047
140:22:56|2177
140:28:15|1099
140:34:25|1424
140:38:13|1111
140:49:19|1967
140:53:01|823
140:58:47|190
141:02:44|868
141:10:30|1259
141:14:06|1105
141:18:25|147
141:23:16|-139
141:27:48|40
141:32:58|-127
141:37:35|1527
141:42:28|1274
141:47:40|1200
141:52:05|481
141:58:18|1551
142:00:51|779
142:07:23|1363
142:12:50|-20
142:19:04|491
142:23:23|151
142:35:49|2317
142:40:40|2023
142:44:29|1112
142:50:25|1503
142:56:54|1363
143:01:38|1402
143:08:50|457
143:13:51|543
143:19:35|482
143:24:43|215
143:30:26|134
143:35:44|872
143:40:03|552
143:44:05|797
143:52:17|996
143:55:51|756
144:01:57|1573
144:07:28|362
144:12:13|434
144:19:09|1956
144:22:34|745
144:28:28|1050
144:34:16|1149
144:39:47|583
144:46:21|1240
144:56:03|1259
145:00:21|899
145:07:32|1789
145:11:32|1296
145:14:52|1136
145:19:49|1069
137:49:47|551
160:52:36|580
160:58:53|938
161:05:57|938
161:13:01|1322
161:17:12|1448
161:20:52|1163
161:25:03|1376
161:33:41|606
161:39:11|427
161:43:54|527
161:49:08|387
161:55:09|507
162:00:07|394
162:18:11|1296
162:29:26|1150
162:34:08|692
162:38:04|593
162:43:18|1395
162:47:29|951
162:52:59|1488
162:56:55|792
163:02:09|958
163:05:48|659
163:13:08|1349
163:17:04|361
163:27:32|1230
163:33:49|1462
163:40:37|149
163:45:19|142
163:51:52|341
163:55:00|168
164:00:46|1614
164:05:44|1508
164:12:01|732
164:15:25|918
164:26:41|2092
164:34:00|1289
164:45:31|765
164:52:35|1263
165:06:43|122
165:20:20|-11
165:30:16|1077
165:34:43|779
165:39:26|885
165:44:24|560
165:52:31|1422
166:01:41|586
166:06:07|440
166:14:46|1203
166:20:00|520
166:28:54|-150
166:33:52|109
166:37:32|23
166:50:21|1628
166:54:48|1303
167:00:34|1601
167:04:29|1601
167:09:43|1137
167:13:39|1296
167:23:04|1303
167:32:29|619
167:41:39|1236
167:46:06|964
167:48:11|1004
167:54:13|1827
167:57:37|1309
168:03:07|2344
168:08:52|1701
160:48:40|82
