Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
|1985|Breccia Guidebook No. 8. 72275|Salpas, P. A., Willis, K. J., and Taylor, L. A.|||||||72275|
|1985|Mapping of five new faces of 72275|Willis, K. J.|||||||72275|
|1985|Three lithologic units of 72275 (abs)|Willis, K. J.|Proceedings of the 16th Lunar and Planetary Science Conference|||910-911 |||72275|
|1985|Compositional distinctions among lunar granulites (abs)|Lindstrom, M. M.|Proceedings of the 16th Lunar and Planetary Science Conference|||491-492 |||73215; 77017; 78155; 79215|
1985LPSC...15..669R|1985|Fluid inclusions in stony meteorites - A cautionary note|Rudnick, R. L., Ashwal, L. D., Henery, D. J., Gibson, E. K., Roedder, E., Belkin, H. E., Colucci, M. T.|Lunar and Planetary Science Conference Proceedings|90||C669|||79001|
1985JGR....90..669R|1985|Fluid inclusions in stony meteorites - a cautionary note.|Rudnick, R. L., Ashwal, L. D., Henry, D. J., Gibson, E. K., Jr., Roedder, E., Belkin, H. E., Colucci, M. T.|Journal of Geophysical Research|90||C669||http://dx.doi.org/10.1029/JB090iS02p0C669|79001|
1985JGR....90..664C|1985|Carbon isotopes in three SNC meteorites.|Carr, R. H., Wright, I. P., Pillinger, C. T.|Journal of Geophysical Research|90||C664||http://dx.doi.org/10.1029/JB090iS02p0C664|79001|
|1984|Lu-Hf and Sm-Nd evolution in lunar mare basalts|Unruh, D. M., Stille, P., Patchett, P. J., and Tatsumoto, M.|Journal of Geophysical Research|88 (S02)||B459-B477||http://dx.doi.org/10.1029/JB089iS02p0B459|70017; 75055; 75075|
|1984|Partitioning of Zr and Nb between coexisting opaque phases in lunar rocks- determined by quantitative proton microprobe analysis|Blank, H., El Goresy, A., Janicke, J., Nobiling, R., and Traxel, K.|Earth and Planetary Science Letters|68 (1)||19-33||http://dx.doi.org/10.1016/0012-821X(84)90137-7|70215|
|1984|Most olivine in the lunar highlands is of shallow origin (abs)|Ryder, G.|Proceedings of the 15th Lunar and Planetary Science Conference|||707-708 |||72255; 76015; 76035|
|1984|Olivine in lunar dunite 72415, a rather shallow-origin cumulate (abs)|Ryder, G.|Proceedings of the 15th Lunar and Planetary Science Conference|||709-710 |||72415; 72417; 76535|
|1984|Pristine rocks (8th foray): "Plagiophile" element ratios, crustal genesis, and the bulk composition of the Moon|Warren, P. H. and Kallemeyn, G. W.|Journal of Geophysical Research|89 (S01)||C16-C24||http://dx.doi.org/10.1029/JB089iS01p00C16|72705; 73146; 73235; 76255; 76335; 76536; 77035; 77075; 77077; 78255; 78527|
|1984|U-Pb geochronology of zircons from lunar breccia 73217 using a sensitive high mass-resolution ion microprobe|Compston, W., Williams, I. S., and Meyer, C.|Proceedings of the 14th Lunar and Planetary Science Conference|||B525- B534 |||73217|
|1984|The abundance of molybdenum in lunar samples, new evidence for a lunar metal core (abs)|Newsom, H. E.|Proceedings of the 15th Lunar and Planetary Science Conference|||605-606 |||75035|
|1984|Pristine rocks (8th foray): Genetic distinctions using Eu/Al and Sr/Al ratios (abs)|Warren, P. H., Kallemeyn, G. W., and Wasson, J. T.|Proceedings of the 15th Lunar and Planetary Science Conference|||894-895 |||76255|
|1984|Cosmic ray exposure histories and 235U-136Xe dating of Apollo 11, Apollo 12, and Apollo 17 mare basalts|Eugster, O., Eberhardt, P., Geiss, J., Grˆgler, N., and Schwaller, H.|Journal of Geophysical Research|89||C171-C181 |||77135|
|1984|Early differentiation of the Moon: Evidence from trace elements in plagioclase|Palme, H., Spettel, B., W‰nke, H., Bischoff, A., and Stˆffler, D.|Proceedings of the 15th Lunar and Planetary Science Conference|||C3-C15 |||78235|
|1984|The evolution of the lunar magma ocean: Evidence from trace elements in plagioclase (abs)|Palme, H., Spettel, B., W‰nke, H., Bischoff, A., and Stˆffler, D.|Proceedings of the 15th Lunar and Planetary Science Conference|||625-626 |||78235|
1984ApJ...281..493Y|1984|Primordial nucleosynthesis : a critical comparison of theory and observation.|Yang, J., Turner, M. S., Steigman, G., Schramm, D. N., Olive, K. A.|The Astrophysical Journal|281||493||http://dx.doi.org/10.1086/162123|71010|
1984LPSC...14..525C|1984|U-Pb geochronology of zircons form lunar Breccia 73217 using a sensitive high mass-resolution ion microprobe|Compston, W., Williams, I. S., Meyer, C.|Lunar and Planetary Science Conference Proceedings|89||B525||http://dx.doi.org/10.1029/JB089iS02p0B525|73217|
1984JGR....89..525C|1984|U-Pb geochronology of zircons from lunar breccia 73217 using a sensitive high mass-resolution ion microprobe.|Compston, W., Williams, I. S., Meyer, C.|Journal of Geophysical Research|89||B525||http://dx.doi.org/10.1029/JB089iS02p0B525|73217|
1984NIMPB...3..681B|1984|Trace element determination in lunar rocks - quantitative pixe analyses on thick samples|Blank, H., El Goresy, A., Janicke, J., Nobiling, R., Traxel, K.|Nuclear Instruments and Methods in Physics Research B|3|1-3|681||http://dx.doi.org/10.1016/0168-583X(84)90463-4|74242|
1984LPSC...15..171E|1984|Cosmic ray exposure histories and U-235-Xe-136 dating of Apollo 11, Apollo 12, and Apollo 17 mare basalts|Eugster, O., Eberhardt, P., Geiss, J., Grogler, N., Schwaller, H.|Lunar and Planetary Science Conference Proceedings|89||C171||http://dx.doi.org/10.1029/JB089iS01p0C171|77135|
1984JGR....89..171E|1984|Cosmic ray exposure histories and <SUP>235</SUP>U-<SUP>136</SUP>Xe dating of Apollo 11, Apollo 12, and Apollo 17 mare basalts.|Eugster, O., Eberhardt, P., Geiss, J., Gr√∂gler, N., Schwaller, H.|Journal of Geophysical Research|89||C171||http://dx.doi.org/10.1029/JB089iS01p0C171|77135|
1984JGR....8911581M|1984|Mineralogical comparison and cooling history of lunar and chondritic vesicular melt breccias.|Miyamoto, M., Takeda, H., Ishii, T.|Journal of Geophysical Research|89||11581||http://dx.doi.org/10.1029/JB089iB13p11581|77135|
1984GeCoA..48.1723B|1984|Noble gas contents of shergottites and implications for the Martian origin of SNC meteorites|Bogard, D. D., Nyquist, L. E., Johnson, P.|Geochimica et Cosmochimica Acta|48|9|1723||http://dx.doi.org/10.1016/0016-7037(84)90028-0|79001|
1984E&PSL..69..225B|1984|The case for a martian origin of the shergottites: nitrogen and noble gases in EETA 79001|Becker, R. H., Pepin, R. O.|Earth and Planetary Science Letters|69|2|225||http://dx.doi.org/10.1016/0012-821X(84)90183-3|79001|
|1983|Regolith Breccia Workbook|Fruland, R. M.|||||||70019; 70175; 70295; 74115; 74246; 76565; 78546; 79035; 79135; 79175|
|1983|A search for a correlatable, isotopically light carbon and nitrogen components in lunar soils and breccias|Norris, S. J., Swart, P. K., Wright, I. P., Grady, M. M., and Pillinger, C. T.|Journal of Geophysical Research|88||B200-B210 |||70019; 79135|
|1983|A review of lunar paleointensity data and implications for the origin of lunar magnetism|Cisowski, S. M., Collinson, D. W., Runcom, S. K., Stephenson, A., and Fuller, M.|Proceedings of the 13th Lunar and Planetary Science Conference|||A691-A704 |||70035; 70135; 77017; 77115; 77135; 78505; 79155|
|1983|The role of phosphorus in lunar samples- a chemical study|Jovanovic, S. and Reed, G. W.|Proceedings of the 13th Lunar and Planetary Science Conference|||A705-A712 |||70315; 75055|
|1983|New analyses of mare basalts (abs)|Rhodes, J. M. and Blanchard, D. P.|Proceedings of the 14th Lunar and Planetary Science Conference|||640-641 |||70315; 78585|
|1983|Subdivision of the Mg-suite noritic rocks into Mg-gabbronorites and Mg-norites|James, O. B. and Flohr, M. K.|Proceedings of the 13th Lunar and Planetary Science Conference|||A603-A614 |||72255; 72415; 73255; 76255; 76535; 77035; 77075; 77077; 77215; 78235; 78238; 78255|
|1983|Formation of Mg-rich pristine rocks by crustal metasomatism (abs)|McCallum, I. S.|Proceedings of the 14th Lunar and Planetary Science Conference|||473-474 |||72415; 78235|
|1983|Nickel in olivines and parent magmas of lunar pristine rocks|Ryder, G.|Proceedings of the Workshop on Pristine Highlands Rocks and the Early History of the Moon|||66-68 |||72415; 76335; 76535; 76536|
|1983|Petrological and thermal histories of a lunar breccia 73217 as inferred from pyroxene crystallization sequences, exsolution phenomena, and pyroxene geothermometry|Ishii, T., McCallum, S., and Ghose, S.|Journal of Geophysical Research|88||A631-A644 |||73217|
|1983|Sixth foray for pristine nonmare rocks and an assessment of the diversity of lunar anorthosites|Warren, P. H., Taylor, G. J., Keil, K., Kallemeyn, G. W., Rosener, P. S., and Wasson, J. T.|Journal of Geophysical Research|88 (S02)||A615-A630||http://dx.doi.org/10.1029/JB088iS02p0A615|73217; 76565; 78527|
|1983|Mineralogical comparison of lunar and chondritic vesicular melt breccias (abs)|Takeda, H., Miyamoto, M., and Ishii, T.|Proceedings of the 14th Lunar and Planetary Science Conference|||771-772 |||77135; 78236|
|1983|Recoils: New opportunities to study and date early solar system processes (abs)|Marti, K.|Proceedings of the 14th Lunar and Planetary Science Conference|||462-463 |||78236|
|1983|Decrease of the solar flare/solar wind flux ratio in the past several aeons deduced from solar neon and tracks in lunar soil plagioclases|Wieler, R., Etique, P., Signer, P., and Poupeau, G.|Proceedings of the 13th Lunar and Planetary Science Conference|||A713-A724 |||79035; 79135|
|1983|Lunar sample magnetic stratigraphy (abs)|Cisowski, S. M. and Fuller, M.|Proceedings of the 14th Lunar and Planetary Science Conference|||115-116 |||79135|
|1983|Mare glasses from Apollo 17: Constraints on the Moon's bulk composition|Delano, J. W. and Lindsley, D. H.|Journal of Geophysical Research|88 (S01)||B3-B16||http://dx.doi.org/10.1029/JB088iS01p000B3|79135|
|1983|Mare volcanic glasses from Apollo 17 (abs)|Delano, J. W. and Lindsley, D. H.|Proceedings of the 14th Lunar and Planetary Science Conference|||156-157 |||79135|
1983GeoRL..10..833K|1983|Compositional implications regarding the lunar origin of the ALHA81005 Meteorite|Kallemeyn, Gregory W., Warren, Paul H.|Geophysical Research Letters|10|9|833||http://dx.doi.org/10.1029/GL010i009p00833|72559|
1983LPSC...13..631I|1983|Petrological and Thermal Histories of a Lunar Breccia 73217 AS Inferred from Pyroxene Crystallization Sequences, Exsolution Phenomena and Pyroxene Geothermometry|Ishii, T., McCallum, S., Ghose, S.|Lunar and Planetary Science Conference Proceedings|88||631||http://dx.doi.org/10.1029/JB088iS02p0A631|73217|
1983GeCoA..47..491D|1983|Sulphur content and sulphur isotope composition of orange and black glasses in Apollo 17 drive tube 74002/1|Ding, T. P., Thode, H. G., Rees, C. E.|Geochimica et Cosmochimica Acta|47|3|491||http://dx.doi.org/10.1016/0016-7037(83)90271-5|74001; 74002; 74220|
1983LPSC...14..211N|1983|Mn-53 profiles in four Apollo surface cores|Nishiizumi, K., Murrell, M. T., Arnold, J. R.|Lunar and Planetary Science Conference Proceedings|88||B211||http://dx.doi.org/10.1029/JB088iS01p0B211|74002|
1983LPSC...13..907F|1983|Cooling Rates for Glass Containing Lunar Compositions|Fang, C. Y., Yinnon, H., Uhlmann, D. R.|Lunar and Planetary Science Conference Proceedings|88||907||http://dx.doi.org/10.1029/JB088iS02p0A907|74220; 74241|
1983JGR....88..907F|1983|Cooling rates for glass containing lunar compositions.|Fang, C. Y., Yinnon, H., Uhlmann, D. R.|Journal of Geophysical Research|88||A907||http://dx.doi.org/10.1029/JB088iS02p0A907|74220; 74241|
1983Geokh.....1108D|1983|Evidence of endogenic processes on the surface of lunar regolith particles|Dikov, Iu. P., Bogatikov, O. A., Ivanov, A. V., Barsukov, V. L., Nemoshkalenko, V. V., Senkevich, A. I.|Geokhimiia|||1108|||74220|
1983LPSC...13..615W|1983|Sixth Foray for Pristine Nonmare Rocks, and an Assessment of the Diversity of Lunar Anorthosites|Warren, P. H., Taylor, G. J., Keil, K., Kallemeyn, G. W., Rosener, P. S., Wasson, J. T.|Lunar and Planetary Science Conference Proceedings|88||615||http://dx.doi.org/10.1029/JB088iS02p0A615|78527|
1983Sci...220..288K|1983|A Lunar Meteorite and Maybe Some from Mars|Kerr, Richard A.|Science|220|4594|288||http://dx.doi.org/10.1126/science.220.4594.288|79001|
|1982|A new indicator of formation process based on bulk An and Or contents of terrestrial and extraterrestrial plagioclases with or without exsolution (abs)|Miura, Y.|Proceedings of the 13th Lunar and Planetary Science Conference|||524-525 |||70017|
|1982|Ages of Serenitatis breccias: Lunar breccias and soils and their meteoritic analogs|Schaeffer, O. A., Warasila, R., and Labotka, T. C.|||||||72215; 72255|
|1982|Subdivision of the Mg-suite plutonic rocks into Mg-norites and Mg-gabbronorites (abs)|James, O. B.|Proceedings of the 13th Lunar and Planetary Science Conference|||360-362 |||72255; 72415; 72417; 73255; 76255; 76535; 77215; 78235; 78238|
|1982|Comparison of orthopyroxenes in lunar norites and diogenites (abs)|Mori, H., Takeda, H., and Miyamoto, M.|Proceedings of the 13th Lunar and Planetary Science Conference|||540-541 |||72255; 78236|
|1982|Comparison of thermal history of orthopyroxenes between lunar norites 78236, 72255, and diogenites|Takeda, H., Mori, H., and Miyamoto, M.|Proceedings of the 13th Lunar and Planetary Science Conference|||A124-A130 |||72255; 72275; 78236|
|1982|The lunar regolith: Chemistry, Mineralogy and Petrology|Papike, J. J., Simon, S. B., and Laul, J. C.|Reviews of Geophysics and Space Physics|20.0||761-826 |||72501; 76001; 76501; 78221|
|1982|Foraging for pristine nonmare rocks: Four more from the west (abs)|Warren, P. H., Taylor, G. J., Keil, K., Kallemeyn, G. W., Rosener, P. S., and Wasson, J. T.|Proceedings of the 13th Lunar and Planetary Science Conference|||841-842 |||73217; 78527|
|1982|Chromium, nickel, and titanium abundances in 74275 olivines: More evidence for a high-pressure origin of high-titanium mare basalts (abs)|Delano, J. W. and Lindsley, D. H.|Proceedings of the 13th Lunar and Planetary Science Conference|||160-161 |||74275|
|1982|Measurement of 26Al in Apollo 15 core 15008 and 22Na in Apollo 17 rock 74275 (abs)|Fruchter, J. S., Evans, J. C., Reeves, J. H., and Perkins, R. W.|Proceedings of the 13th Lunar and Planetary Science Conference|||243-244 |||74275|
|1982|Apollo 17 ol-plag vitrophyres, 76035, and the Serenitatis melt sheet: Another brick in the wall (abs)|Ryder, G.|Proceedings of the 13th Lunar and Planetary Science Conference|||669-670 |||76035|
|1982|Application of a two-pyroxene thermometer (abs)|Andersen, D. J. and Lindsley, D. H.|Proceedings of the 13th Lunar and Planetary Science Conference|||15-16 |||76255; 77215|
|1982|Pu-Nd-Xe dating: Progress towards a solar system Pu/Nd ratio (abs)|Jost, D. T. and Marti, K.|Proceedings of the 13th Lunar and Planetary Science Conference|||371-372 |||76535; 78236|
|1982|Evidence of subcrater lithification and hot ejecta deposition in lunar polymict regolith breccias and achondrites (abs)|Nagle, J. S.|Proceedings of the 13th Lunar and Planetary Science Conference|||568-569 |||76545; 79135|
|1982|On the age of cumulate norite 78236 (abs)|Aeschlimann, U., Eberhardt, P., Geiss, J., Grogler, N., Kurtz, J. P., and Marti, K.|Proceedings of the 13th Lunar and Planetary Science Conference|||1-2|||78236|
|1982|Chemistry and phase relations of VLT volcanic glasses from Apollo 14 and Apollo 17|Chen, H.-K., Delano, J. W., and Lindsley, D. H.|Journal of Geophysical Research|87 (S01)||A171-A181||http://dx.doi.org/10.1029/JB087iS01p0A171|79135|
|1982|SCR-proton produced xenon isotopes in lunar rocks (abs)|Venkatesan, T. R., Nautiyal, C. M., Padia, J. T., and Rao, M. N.|Proceedings of the 13th Lunar and Planetary Science Conference|||821-822 |||79215|
1982ChJSS...2..205H|1982|Studies of the content and the distribution of uranium of lunar mare basaltic fragments taken by Apollo 17|Hu, R. -Y., Liu, S. -S., Sun, S. -F., Guo, S. -L., Meng, W., Deng, X. -L.|Chinese Journal of Space Science|2||205|||70017|
1982LPSC...13..124T|1982|Comparison of Thermal History of Orthopyroxenes Between Lunar Norites 78236, 72255, and Diogenites|Takeda, H., Mori, H., Miyamoto, M.|Lunar and Planetary Science Conference Proceedings|87||124||http://dx.doi.org/10.1029/JB087iS01p0A124|72255; 78236|
1982LPSC...12..371S|1982|The lunar regolith: comparative studies of the Apollo and Luna sites. Petrology of soils from Apollo 17, Luna 16, 20, and 24.|Simon, S. B., Papike, J. J., Laul, J. C.|Lunar and Planetary Science Conference Proceedings|12||371|||72501; 76501; 78221|
1982LPSC...12..529C|1982|Distribution and evolution of Zn, Cd, and Pb in Apollo 16 regolith samples and the average U-Pb ages of the parent rocks.|Cirlin, E. H., Housley, R. M.|Lunar and Planetary Science Conference Proceedings|12||529|||75081|
1982LPSC...13..279V|1982|Low Temperature Volatilization on the Moon|von Gunten, H. R., Wegmuller, F., Krahenbuhl, U.|Lunar and Planetary Science Conference Proceedings|87||279||http://dx.doi.org/10.1029/JB087iS01p0A279|76240; 76260|
1982LPSC...12...99C|1982|Troctolite 76535: a study in the preservation of early isotopic records.|Caffee, M., Hohenberg, C. M., Hudson, B.|Lunar and Planetary Science Conference Proceedings|12||99|||76535|
1982LPSC...12..281U|1982|Simplified model evaluation of cooling rates for glass-containing lunar compositions.|Uhlmann, D. R., Yinnon, H., Fang, C. -Y.|Lunar and Planetary Science Conference Proceedings|12||281|||77017|
