2009GeCoA..73.4288N|2009|Concordant Rb-Sr, Sm-Nd, and Ar-Ar ages for Northwest Africa 1460: A 346 Ma old basaltic shergottite related to “lherzolitic” shergottites|Nyquist, L. E., Bogard, D. D., Shih, C. -Y., Park, J., Reese, Y. D., Irving, A. J.|Geochimica et Cosmochimica Acta|73|14|4288|Multiple lines of evidence show that the Rb-Sr, Sm-Nd, and Ar-Ar isotopic systems individually give robust crystallization ages for basaltic (or diabasic) shergottite Northwest Africa (NWA) 1460. In contrast to other shergottites, NWA 1460 exhibits minimal evidence of excess <SUP>40</SUP>Ar, thus allowing an unambiguous determination of its Ar-Ar age. The concordant Rb-Sr, Sm-Nd, and Ar-Ar results for NWA 1460 define its crystallization age to be 346 ± 17 Ma (2 σ). In combination with petrographic and trace element data for this specimen and paired meteorite NWA 480, these results strongly refute the suggestion by others that the shergottites are ̃4.1 Ga old. Current crystallization and cosmic-ray exposure (CRE) age data permit identification of a maximum of nine ejection events for Martian meteorites (numbering more than 50 unpaired specimens as of 2008) and plausibly as few as five such events. Although recent high resolution imaging of the Martian surface has identified limited areas of sparsely cratered terrains, the meteorite data suggest that either these areas are representative of larger areas from which the meteorites might come, or that the cratering chronology needs recalibration. Time-averaged <SUP>87</SUP>Rb/ <SUP>86</SUP>Sr = 0.16 for the mantle source of the parent magma of NWA 1460/480 over the ̃4.56 Ga age of the planet is consistent with previously estimated values for bulk silicate Mars in the range 0.13-0.16, and similar to values of ̃0.18 for the "lherzolitic" shergottites. Initial ∊<SUB>Nd</SUB> for NWA 1460/480 at 350 ± 16 Ma ago was +10.6 ± 0.5, which implies a time-averaged <SUP>147</SUP>Sm/ <SUP>144</SUP>Nd of 0.217 in the Martian mantle prior to mafic melt extraction, similar to values of 0.211-0.216 for the "lherzolitic" shergottites. These time-averaged values do not imply a simple two-stage mantle/melt evolution, but must result from multiple episodes of melt extractions from the source regions. Much higher "late-stage" ∊<SUB>Nd</SUB> values for the depleted shergottites imply similar processes carried to a greater degree. Thus, NWA 1460/480, the "lherzolitic" shergottites and perhaps EET 79001 give the best (albeit imperfect) estimate of the Sr- and Nd-isotopic characteristics of bulk silicate Mars.
2009E&PSL.288..564H|2009|Cosmic-ray exposure histories of Martian meteorites studied from neutron capture reactions of Sm and Gd isotopes|Hidaka, Hiroshi, Yoneda, Shigekazu, Nishiizumi, Kunihiko|Earth and Planetary Science Letters|288|3-4|564|The isotopic compositions of Sm and Gd in twelve Martian meteorites, ALH 77005, ALH 84001, DaG 735, Dhofar 019, EET 79001, Lafayette, Los Angeles, Nakhla, SaU 005, Y 000593, Y 000749 and Zagami, were determined to quantify the neutron capture records of individual meteorite specimens. Seven of these twelve samples, ALH 84001, Y 000749, DaG 735, Dhofar 019, EET 79001, SaU 005 and Zagami, showed significant isotopic shifts of <SUP>150</SUP>Sm/ <SUP>149</SUP>Sm and/or <SUP>158</SUP>Gd/ <SUP>157</SUP>Gd corresponding to neutron fluences of (0.7-3.4) × 10 <SUP>15</SUP> n cm <SUP>- 2 </SUP>. Among these seven meteorites, the neutron fluences of ALH 84001, Y 000749, and Dhofar 019 apparently correlated with their cosmic-ray exposure ages, indicating that most of the irradiation took place while the meteoroids were small bodies in space after the ejection from Mars. However, our results suggest an accumulation of their inherited irradiation occurred on Mars. On the other hand, the exposure histories of the other four meteorites (basaltic shergottites), DaG 735, EET 79001, SaU 005, and Zagami, cannot be explained as single- or multistage irradiations in space, or as a single irradiation on the Martian surface. The mixing between basaltic lava with a significantly irradiated Martian regolith is a reasonable interpretation of the excess neutron capture records observed in these four basaltic shergottites.
2003M&PS...38.1773G|2003|Spinels and oxygen fugacity in olivine-phyric and lherzolitic shergottites|Goodrich, C. A., Herd, C. D. K., Taylor, L. A.|Meteoritics and Planetary Science|38|12|1773|We examine the occurrences, textures, and compositional patterns of spinels in the olivine- phyric shergottites Sayh al Uhaymir (SaU) 005, lithology A of Elephant Moraine A79001 (EET-A), Dhofar 019, and Northwest Africa (NWA) 1110, as well as the lherzolitic shergottite Allan Hills (ALH) A77005, in order to identify spinel-olivine-pyroxene assemblages for the determination of oxygen fugacity (using the oxybarometer of Wood [1991]) at several stages of crystallization. In all of these basaltic martian rocks, chromite was the earliest phase and crystallized along a trend of strict Cr-Al variation. Spinel (chromite) crystallization was terminated by the appearance of pyroxene but resumed later with the appearance of ulvospinel. Ulvospinel formed overgrowths on early chromites (except those shielded as inclusions in olivine or pyroxene), retaining the evidence of the spinel stability gap in the form of a sharp core/rim boundary (except in ALH A77005, where subsolidus reequilibration diffused this boundary). Secondary effects seen in chromites include reaction with melt before ulvospinel overgrowth, reaction with melt inclusions, reaction with olivine hosts (in ALH A77005), and exsolution of ulvospinel or ilmenite. All chromites experienced subsolidus Fe/Mg reequilibration. Spinel-olivine-pyroxene assemblages representing the earliest stages of crystallization in each rock essentially consist of the highest-Cr#, lowest-fe# chromites not showing secondary effects plus the most magnesian olivine and equilibrium low-Ca pyroxene. Assemblages representing the onset of ulvospinel crystallization consist of the lowest-Ti ulvospinel, the most magnesian olivine in which ulvospinel occurs as inclusions, and equilibrium low-Ca pyroxene. The results show that, for early crystallization conditions, oxygen fugacity (fO2) increases from SaU 005 and Dhofar 019 (~QFM -3.8), to EET-A (QFM -2.8) and ALH A77005 (QFM -2.6), to NWA 1110 (QFM -1.7). Estimates for later conditions indicate that in SaU 005 and Dhofar 019 oxidation state did not change during crystallization. In EET-A, there was an increase in fO2 that may have been due to mixing of reduced material with a more oxidized magma. In NWA 1110, there was a dramatic increase, indicating a non-buffered system, possibly related to its high oxidation state. Differences in fO2 among shergottites are not primarily due to igneous fractionation but, rather, to derivation from (and possibly mixing of) different reservoirs.
2003GeCoA..67.3735G|2003|Petrogenesis of olivine-phyric shergottites Sayh al Uhaymir 005 and Elephant Moraine A79001 lithology A|Goodrich, Cyrena Anne|Geochimica et Cosmochimica Acta|67|19|3735|Martian meteorites Sayh al Uhaymir (SaU) 005 and lithology A of EETA79001 (EET-A) belong to a newly emerging group of olivine-phyric shergottites. Previous models for the origin of such shergottites have focused on mixing between basaltic shergottite-like magmas and lherzolitic shergottite-like material. Results of this work, however, suggest that SaU 005 and EET-A formed from olivine-saturated magmas that may have been parental to basaltic shergottites. SaU 005 and EET-A have porphyritic textures of large (up to ̃3 mm) olivine crystals (̃25% in SaU 005; ̃13% in EET-A) in finer-grained groundmasses consisting principally of pigeonite (̃50% in SaU 005; ̃60% in EET-A), plagioclase (maskelynite) and < 7% augite. Low-Ti chromite occurs as inclusions in the more magnesian olivine, and with chromian ulvöspinel rims in the more ferroan olivine and the groundmass. Crystallization histories for both rocks were determined from petrographic features (textures, crystal shapes and size distributions, phase associations, and modal abundances), mineral compositions, and melt compositions reconstructed from magmatic inclusions in olivine and chromite. The following observations indicate that the chromite and most magnesian olivine (Fo 74-70 in SaU 005; Fo 81-77 in EET-A) and pyroxenes (low-Ca pyroxene [Wo 4-6] of mg 77-74 and augite of mg 78 in SaU 005; orthopyroxene [Wo 3-5] of mg 84-80 in EET-A) in these rocks are xenocrystic. (1) Olivine crystal size distribution (CSD) functions show excesses of the largest crystals (whose cores comprise the most magnesian compositions), indicating addition of phenocrysts or xenocrysts. (2) The most magnesian low-Ca pyroxenes show near-vertical trends of mg vs. Al <SUB>2</SUB>O <SUB>3</SUB> and Cr <SUB>2</SUB>O <SUB>3</SUB>, which suggest reaction with a magma. (3) In SaU 005, there is a gap in augite composition between mg 78 and 73. (4) Chromite cores of composite spinel grains are riddled with cracks, indicating that they experienced some physical stress before being overgrown with ulvöspinel. (5) Magmatic inclusions are absent in the most magnesian olivine, but abundant in the more ferroan, indicating slower growth rates for the former. (6) The predicted early crystallization sequence of the melt trapped in chromite (the earliest phase) in each rock produces its most magnesian olivine-pyroxene assemblage. However, in neither case is the total crystallization sequence of this melt consistent with the overall crystallization history of the rock or its bulk modal mineralogy. Further, the following observations indicate that in both SaU 005 and EET-A the fraction of solid xenocrystic or xenolithic material is small (in contrast to previous models for EET-A), and most of the material in the rock formed by continuous crystallization of a single magma (possibly mixed). (1) CSD functions and correlations of crystal size with composition show that most of the olivine (Fo 69-62 in SaU 005; Fo 76-53 in EET-A) formed by continuous nucleation and growth. (2) Groundmass pigeonites are in equilibrium with this olivine, and show continuous compositional trends that are typical for basalts. (3) The CSD function for groundmass pigeonite in EET-A indicates continuous nucleation and growth (Lentz and McSween, 2000). (4) The melt trapped in olivine of Fo 76 to 67 in EET-A has a predicted crystallization sequence similar to that inferred for most of the rock and produces an assemblage similar to its modal mineralogy. (5) Melt trapped in late olivine (Fo ̃ 64) in SaU 005 has a composition consistent with the inferred late crystallization history of the rock. The conclusion that only a small fraction of either SaU 005 or EET-A is xenocrystic or xenolithic implies that both rocks lost fractionated liquids in the late stages of crystallization. This is supported by: (1) high pigeonite/plagioclase ratios; (2) low augite contents; and (3) olivine CSD functions, which show a drop in nucleation rate at high degrees of crystallization, consistent with loss of liquid. For EET-A, this fractionated liquid may be represented by EET-B.
2002M&PS...37.1107T|2002|Martian meteorite Dhofar 019: A new shergottite|Taylor, L. A., Nazarov, M. A., Shearer, C. K., McSween, H. Y., Jr., Cahill, J., Neal, C. R., Ivanova, M. A., Barsukova, L. D., Lentz, R. C., Clayton, R. N., Mayeda, T. K.|Meteoritics and Planetary Science|37|8|1107|Dhofar 019 is a new martian meteorite found in the desert of Oman. In texture, mineralogy, and major and trace element chemistry, this meteorite is classified as a basaltic shergottite. Olivine megacrysts are set within a groundmass composed of finer grained olivine, pyroxene (pigeonite and augite), and maskelynite. Minor phases are chromite-ulvöspinel, ilmenite, silica, K-rich feldspar, merrillite, chlorapatite, and pyrrhotite. Secondary phases of terrestrial origin include calcite, gypsum, celestite, Fe hydroxides, and smectite. Dhofar 019 is most similar to the Elephant Moraine (EETA) 79001 lithology A and Dar al Gani (DaG) 476/489 shergottites. The main features that distinguish Dhofar 019 from other shergottites are lack of orthopyroxene; lower Ni contents of olivine; the heaviest oxygen-isotopic bulk composition; and larger compositional ranges for olivine, maskelynite, and spinel, as well as a wide range for pyroxenes. The large compositional ranges of the minerals are indicative of relatively rapid crystallization. Modeling of olivine chemical zonations yield minimum cooling rates of 0.5-0.8 ?C/h. Spinel chemistry suggests that crystallization took place under one of the most reduced conditions for martian meteorites, at an oxygen fugacity of 3 log units below the quartz-fayalite-magnetite (QFM) buffer. The olivine megacrysts are heterogeneously distributed in the rock. Crystal size distribution analysis suggests that they constitute a population formed under steady-state conditions of nucleation and growth, although a few grains may be cumulates. The parent melt is thought to have been derived from partial melting of a light rare earth element- and platinum group element-depleted mantle source. Shergottites, EETA79001 lithology A, DaG 476/489, and Dhofar 019, although of different ages, comprise a particular type of martian rocks. Such rocks could have formed from chemically similar source(s) and parent melt(s), with their bulk compositions affected by olivine accumulation.
2002Icar..158...72M|2002|Planetary Bioresources and Astroecology. 1. Planetary Microcosm Bioassays of Martian and Carbonaceous Chondrite Materials: Nutrients, Electrolyte Solutions, and Algal and Plant Responses|Mautner, Michael N.|Icarus|158|1|72|The biological fertilities of planetary materials can be assessed using microcosms based on meteorites. This study applies microcosm tests to martian meteorites and analogues and to carbonaceous chondrites. The biological fertilities of these materials are rated based on the soluble electrolyte nutrients, the growth of mesophile and cold-tolerant algae, and plant tissue cultures. The results show that the meteorites, in particular the Murchison CM2 carbonaceous chondrite and DaG 476 martian shergottite, contain high levels of water-extractable Ca, Mg, and SO <SUB>4</SUB>-S. The martian meteorites DaG 476 and EETA 79001 also contain higher levels of extractable essential nutrients NO <SUB>3</SUB>-N (0.013-0.017 g kg <SUP>-1</SUP>) and PO <SUB>4</SUB>-P (0.019-0.046 g kg <SUP>-1</SUP>) than the terrestrial analogues. The yields of most of the water-extractable electrolytes vary only by factors of 2-3 under a wide range of planetary conditions. However, the long-term extractable phosphate increases significantly under a CO <SUB>2</SUB> atmosphere. The biological yields of algae and plant tissue cultures correlate with extractable NO <SUB>3</SUB>-N and PO <SUB>4</SUB>-P, identifying these as the limiting nutrients. Mesophilic algae and Asparagus officinalis cultures are identified as useful bioassay agents. A fertility rating system based on microcosm tests is proposed. The results rate the fertilities in the order martian basalts > terrestrial basalt, agricultural soil > carbonaceous chondrites, lava ash > cumulate igneous rock. The results demonstrate the application of planetary microcosms in experimental astroecology to rate planetary materials as targets for astrobiology exploration and as potential space bioresources. For example, the extractable materials in Murchison suggest that concentrated internal solutions in carbonaceous asteroids (3.8 mol L <SUP>-1</SUP> electrolytes and 10 g L <SUP>-1</SUP> organics) can support and disperse microorganisms introduced by natural or directed panspermia in early solar systems. The results also suggest that carbonaceous asteroids and martian basalts can serve as potential future resources for substantial biological populations in the Solar System.
2002Icar..156..352R|2002|Neutron Capture Isotopes in the Martian Regolith and Implications for Martian Atmospheric Noble Gases|Rao, M. N., Bogard, D. D., Nyquist, L. E., McKay, D. S., Masarik, J.|Icarus|156|2|352|Impact-produced glasses in some martian meteorites have trapped significant amounts of the recent martian atmosphere. From literature data, we estimate that ̃9% of the trapped <SUP>80</SUP>Kr in these meteorites was produced from neutron capture on <SUP>79</SUP>Br. Estimates of neutron fluences made from <SUP>80</SUP>Kr and <SUP>149</SUP>Sm for bulk samples of meteorite EET79001 indicate that <SUP>80</SUP>Kr excesses in the impact glass were not produced in situ. Theoretical calculations independently predict production of a large neutron-capture component of <SUP>80</SUP>Kr and <SUP>36</SUP>Ar in the martian regolith, and part of this component presumably escaped into the martian atmosphere. These calculations were made by using the Los Alamos High-Energy Transport Code to calculate the fluxes of galactic cosmic ray (GCR)-produced thermal neutrons as a function of depth in the uppermost 500 g cm <SUP>-2</SUP> of the martian surface, and by adopting average Cl, Br, and I concentrations of the upper martian surface of ̃0.3%, ̃20 ppm, and ̃0.5 ppm, respectively. Combining these data with the appropriate neutron-capture cross sections, we calculate Mars global production rates of <SUP>80</SUP>Kr <SUB>n</SUB>=2.4×10 <SUP>16</SUP>atoms sec <SUP>-1</SUP>, <SUP>36</SUP>Ar <SUB>n</SUB>=5.5×10 <SUP>18</SUP> atoms sec <SUP>-1</SUP>, and <SUP>128</SUP>Xe <SUB>n</SUB>=3×10 <SUP>13</SUP> atoms sec <SUP>-1</SUP>. Calculated global production rates of spallogenic <SUP>80</SUP>Kr <SUB>sp</SUB>, and <SUP>36</SUP>Ar <SUB>sp</SUB>, are smaller by factors of ̃770 and ̃29, respectively. It would require ̃330 Myr to produce an amount of <SUP>80</SUP>Kr <SUB>n</SUB> equivalent to the amount inferred to be present today in the martian atmosphere (̃2.5×10 <SUP>32</SUP> atoms). Production of these neutron-capture components probably has occurred over the past ̃4 Gyr, as only an atmospheric pressure substantially higher than today's would appreciably decrease the neutron flux in the regolith. Thus, most of the neutron-capture noble gases produced over time probably remain in the martian regolith and would make sensitive indicators of the time period a sample has resided near the martian surface. Assuming mixing of the martian surface to an average depth of 100 m, the predicted average regolith concentrations of <SUP>80</SUP>Kr <SUB>n</SUB>, <SUP>36</SUP>Ar <SUB>n</SUB>, and <SUP>128</SUP>Xe <SUB>n</SUB> are ̃4×10 <SUP>-9</SUP> cm <SUP>-3</SUP> g <SUP>-1</SUP>, ̃1×10 <SUP>-6</SUP> cm <SUP>3</SUP> g <SUP>-1</SUP>, and ̃5×10 <SUP>-12</SUP> cm <SUP>3</SUP> g <SUP>-1</SUP>, respectively. If similar fractions of these neutron-capture isotopes have escaped into the atmosphere, they would comprise ̃3% and ̃0.2% of the present atmospheric inventories of <SUP>36</SUP>Ar and <SUP>128</SUP>Xe, respectively. The fractional excess of <SUP>80</SUP>Kr <SUB>n</SUB> in ancient martian meteorite ALH84001 appears similar to that in shock-glass phases of young shergottite meteorites. If ALH84001 acquired its atmospheric gases ̃4 Gyr ago, this implies that, prior to that time, halogens were greatly concentrated at the martian surface by crustal formational and weathering processes, impacts efficiently degassed the regolith, and Mars did not have a significant atmosphere to shield the surface.
2002GeCoA..66.3161M|2002|Water-extractable and exchangeable phosphate in Martian and carbonaceous chondrite meteorites and in planetary soil analogs|Mautner, Michael N., Sinaj, Sokrat|Geochimica et Cosmochimica Acta|66|17|3161|Aqueous extraction contributes to the formation and weathering of planetary materials and renders electrolytes such as phosphate available for biology. In this context, the solubility of phosphate is measured in planetary materials, represented by the Mars meteorites Nakhla, Dar al Gani 476 (DaG 476), Elephant Morraine 79001 (EETA 79001), and terrestrial analogs, and in the Murchison CM2 and Allende CV3 carbonaceous chondrites. The Mars meteorites contain high levels of phosphate that is readily extracted by water, up to 15 mg kg <SUP>-1</SUP> in Nakhla and DaG 476 and 38 mg kg <SUP>-1</SUP> in EETA 79001, while the terrestrial analogs and the carbonaceous chondrites contain 0.5 to 6 mg kg <SUP>-1</SUP>. Correspondingly, high phosphate concentrations of 4 to >28 mg L <SUP>-1</SUP> are obtained in extracts of the Mars meteorites at high solid/solution ratios, exceeding the concentrations of 0.4 to 2.0 mg L <SUP>-1</SUP> in the extracts of the terrestrial analogs. A wide range of planetary conditions, including N <SUB>2</SUB> and CO <SUB>2</SUB> atmospheres, solid/solution ratios of 0.01 to 1.0 kg L <SUP>-1</SUP>, extraction times of 1 to 21 d, and temperatures of 20 to 121°C affect the amounts of extractable phosphate by factors of only 2 to 5 in most materials. Phosphate-fixing capacity and exchangeable phosphate are assessed by the isotopic exchange kinetics (IEK) method, which quantifies the amount of P isotopically exchangeable within 1 min (E <SUB>1min</SUB>) and between 1 min and 3 months (E <SUB>1min-3m</SUB>) and the amount of P that cannot be exchanged within 3 months (E <SUB>>3m</SUB>). The IEK results show that the DaG 476 Mars meteorite and terrestrial analogs have low P-fixing capacities, while the carbonaceous chondrites have high P-fixing capacities. Aqueous processing under early planetary CO <SUB>2</SUB> atmospheres has large effects on the available phosphate. For example, the fraction of total P that is exchangeable in 3 months increases from 1.6 to 11%, 13 to 51.6%, and 43.9 to 90.4% in the DaG 476 Mars meteorite, Allende, and Murchison, respectively. The results show that solutions with high phosphate concentrations can form in the pores of planetary lava ash and basalts and in carbonaceous asteroids and meteorites. These solutions can help prebiotic synthesis and early microbial nutrition. The Martian and carbonaceous chondrite materials contain sufficient phosphate for space-based agriculture.
2001LPI....32.1851S|2001|Deciphering Ages of Impacted Basalts Using a Crystal Chemical-Ion Microprobe Approach. An Example Using the Apollo 17 Group D Basalt|Shearer, C. K., Borg, L., Ryder, G., Papike, J. J., Nyquist, L.|Lunar and Planetary Science Conference|32||1851|We report on the major and trace element characteristics of a 'glass' component in a mare basalt (79001) and speculate on its role in defining the isotopic behavior of this sample.
2000PEPI..117..421B|2000|Martian crust: a modeling approach|Babeyko, A. Yu, Zharkov, V. N.|Physics of the Earth and Planetary Interiors|117|1-4|421|In this study, we use the technique of petrophysical modeling [Sobolev, S.V., Babeyko, A.Yu., 1994. Modelling of mineralogical composition, density and elastic wave velocities in the anhydrous rocks. Surv. Geophys. 15, 515-544.] to construct mineralogical, density, and velocity models of the deep Martian crust. Calculations are performed in two steps. First, given bulk chemical composition and PT conditions, the equilibrium mineralogical composition is calculated by numerical thermodynamic simulation. Effect of kinetics on mineral transformations was modeled by accepting a "freezing" temperature. Second, density and velocities are calculated from the mineralogy. In computations, bulk chemical composition of the crust was accepted to be the average of four basaltic SNC meteorites (Shergotty, Zagami, BETA79001, lithologies A and B). Four various temperature models of the crust were considered: with the temperature gradient of 21, 13, 6, and 2 K/km. The mineral composition of the consolidated crust varies with depth due to a gabbro-eclogite type transition; density and velocities increase correspondingly. The generally accepted data on the structure of the outer layer of the Moon are taken into account in modeling the outer (̃11 km), porous layer of the planet. The maximum thickness of the crust was determined from the condition that the density at the crust-mantle boundary equals 3.45-3.5 g/cm <SUP>3</SUP>. The computations showed that, in the case of a cold marsotherm, the crustal density at a depth of 60 km ranges from 3.3 to 3.5 g/cm <SUP>3</SUP>, and at a depth of 120 km, it is ̃3.5 g/cm <SUP>3</SUP>. In the case of a hot marsotherm, the density 3.45 g/cm <SUP>3</SUP> is reached at a depth of 150 km; 3.5 g/cm <SUP>3</SUP>, at a depth of ̃170 km. The consolidated crust may be divided into several zones according to the distribution of density and its seismic-wave velocities. Regions with a high heat flow have a low velocity (and density) zone in the 10-120-km depth range, underlain by a zone of steep gradients of these parameters. For small temperature gradients, computations yield a qualitatively different picture. In the ̃10 to (30-65)-km depth range, the density and velocities are approximately constant. From 30-65 to 80-120 km follows a zone of steep gradients. Below velocities and density are nearly constant or slightly decrease down to the crust-mantle boundary. Since density in the lowermost crust exceeds values of ̃3.5 g/cm <SUP>3</SUP>, the lower crust is likely to be gravitationally unstable over geologic time intervals.
