2017GeCoA.201..377B|2017|Chronologic implications for slow cooling of troctolite 76535 and temporal relationships between the Mg-suite and the ferroan anorthosite suite|Borg, Lars E., Connelly, James N., Cassata, William S., Gaffney, Amy M., Bizzarro, Martin|Geochimica et Cosmochimica Acta|201||377|Ages have been obtained using the <SUP>87</SUP>Rb-<SUP>87</SUP>Sr, <SUP>147</SUP>Sm-<SUP>143</SUP>Nd, and <SUP>146</SUP>Sm-<SUP>142</SUP>Nd isotopic systems for one of the most slowly cooled lunar rocks, Apollo 17 Mg-suite troctolite 76535. The <SUP>147</SUP>Sm-<SUP>143</SUP>Nd, <SUP>146</SUP>Sm-<SUP>142</SUP>Nd, and Rb-Sr ages derived from plagioclase, olivine, and pyroxene mineral isochrons yield concordant ages of 4307 ± 11 Ma, 4299<SUP>+29</SUP>/<SUB>-35</SUB> Ma, and 4279 ± 52 Ma, respectively. These ages are slightly younger than the age determined on ferroan anorthosite suite (FAS) rock 60025 and are therefore consistent with the traditional magma ocean model of lunar differentiation in which the Mg-suite is intruded into the anorthositic crust. However, the Sm-Nd ages record when the rock passed below the closing temperature of the Sm-Nd system in this rock at ∼825 °C, whereas the Rb-Sr age likely records the closure temperature of ∼650 °C. A cooling rate of 3.9 °C/Ma is determined using the ages reported here and in the literature and calculated closure temperatures for the Ar-Ar, Pb-Pb, Rb-Sr, and Sm-Nd systems. This cooling rate is in good agreement with cooling rates estimated from petrographic observations. Slow cooling can lower apparent Sm-Nd crystallization ages by up to ∼80 Ma in the slowest cooled rocks like 76535, and likely accounts for some of the variation of ages reported for lunar crustal rocks. Nevertheless, slow cooling cannot account for the overlap in FAS and Mg-suite rock ages. Instead, this overlap appears to reflect the concordance of Mg-suite and FAS magmatism in the lunar crust as indicated by ages calculated for the solidus temperature of 76535 and 60025 of 4384 ± 24 Ma and 4383 ± 17, respectively. Not only are the solidus ages of 76535 and 60025 nearly concordant, but the Sm-Nd isotopic systematics suggest they are derived from reservoirs that were minimally differentiated prior to ∼4.38 Ga. Although the Sr isotopic composition of 60025 indicates its source was minimally differentiated, the Sr isotopic composition of 76535 indicates it underwent fractionation just prior to solidification of the 76535. These observations are consistent with both a magma ocean or a serial magmatism model of lunar differentiation. In either model, differentiation of lunar source regions must occur near the solidification age of thee samples. Perhaps the best estimate for the formation age of lunar source regions is the Rb-Sr model age of the 76535 source region age of 4401 ± 32 Ma. This is in good agreement with Sm-Nd model ages for the formation of ur-KREEP and suggests that differentiation of a least part of the Moon could not have occurred prior to ∼4.43 Ga.
2016LPI....47.2339S|2016|Symplectites in Dunite 72415 and Troctolite 76535 Indicate Mantle Overturn Beneath Lunar Near-Side|Schmitt, H. H.|Lunar and Planetary Science Conference|47|1903|2339|Symplectites of Cr-spinel, Ca-cpx, and Mg-opx samples 72415 and 76535 provide mineralogical and textural evidence in that they originated in the lunar mantle.
2015EGUGA..17.8498H|2015|Constraints on lunar dynamo mechanism for interpreting lunar-wide magnetic field|Hemant Singh, Kumar, Kuang, Weijia|EGU General Assembly Conference Abstracts|17||8498|Moon, once considered an in-active celesitial body, surprisingly showed evidences of magnetized crust in satellite and returned samples from Apollo mission. Several mechanisms have been suggested in the past for the origin of the lunar magnetization, but the origin of the magnetization remains unknown. Among the suggested mechanisms is the paleo lunar dynamo, i.e. the crustal magnetization was acquired in an internal magnetic field generated by a dynamo once operated in the lunar core. A key for this to work is that the generated field strength should be sufficient to explain observations. The paleo field strengths from the past paleomagnetic measurements of returned samples show that they vary from different sample sites, ranging from 33.3 (±8.18) to 5430 (±1330) nT. Results from the satellite data are more than an order of magnitude weaker than those from the samples. The dynamo field strength could be significantly weaker. Simple envelope estimation of magnetic induction can lead to the necessary condition for a dynamo is magnetic Reynolds number ≥ 10, which is approximately two orders of magnitude smaller than that estimated for the Earth's core. Our estimation with a strong-field lunar dynamo suggests that the field strengths are between 155 and 700 nT, depending on the lunar core size. This estimation is consistent with more recent results from paleomagnetic analysis of Apollo sample (76535) which provides paleointensity of the Moon to be at least 300 to 1000 nT.
2012AGUFMGP51B..03T|2012|The decline of the ancient lunar core dynamo|Tikoo, S. M., Weiss, B. P., Fuller, M., Gattacceca, J., Shuster, D. L., Grove, T. L.|AGU Fall Meeting Abstracts|||GP51B|Apollo-era paleomagnetic studies of lunar samples suggested that the Moon generated an ancient core dynamo. However, the temporal evolution of the magnetic field was unclear. One group proposed that the lunar dynamo ceased by 3.6 Ga, and that all paleointensity determinations from younger samples were indistinguishable from zero (Cisowski and Fuller, 1986). A second group proposed that the lunar dynamo persisted to at least 3.1 Ga, but surface field intensities declined to values 1-2 orders of magnitude lower than those during the period of 3.9-3.65 Ga (Runcorn, 1996). Recent re-analysis of samples 76535, 10020, and 10017 confirm that a lunar core dynamo generated a long-lived, stable magnetic field from 4.2 Ga to at least 3.6 Ga, with ~ 70 μT fields at 3.6-3.7 Ga (Garrick-Bethell et al., 2009; Shea et al., 2012; Suavet et al., 2012). Determining when the dynamo ultimately decayed is difficult because retrieving high-fidelity paleointensities for weak fields is difficult for the vast majority of lunar samples due to their poor magnetic recording properties (Tikoo et al., 2012). Thus far, no lunar samples with ages < 3.6 Ga have been reported which unambiguously record a thermoremanence (TRM) acquired while cooling in the presence of a core dynamo-generated field. We investigated the state of the lunar dynamo after 3.6 Ga by studying the natural remanent magnetization of high magnetic fidelity mare basalts 15597 (~ 3.3 Ga) and 12022 (~ 3.2 Ga). Our alternating field and thermal demagnetization as well as rock magnetic data indicate that, by 3.2 Ga, any surface fields on the Moon were too weak (< 7 μT) to be retrieved by our methods. Because our upper limit of 7 μT is consistent with predictions of dynamo scaling laws, it is possible that the lunar dynamo was still active at 3.2 Ga (Dwyer et al., 2011; LeBars et al., 2011). Nevertheless. such weak fields contrast strongly with the 60-70 μT paleointensities inferred for the Moon just 300-400 million years earlier. Furthermore, although Apollo-era paleointensity compilations have identified lunar paleofields ranging from 0.1-10 μT at 3.3 Ga to <200 Ma, we have recently shown that many or all of these values are likely only upper limits (Tikoo et al. 2012).
2012LPI....43.2416N|2012|Redetermination of the Sm-Nd Age and Initial Epsilon-Nd of Lunar Troctolite 76535: Implications for Lunar Crustal Development|Nyquist, L. E., Shih, C. -Y., Reese, Y. D.|Lunar and Planetary Science Conference|43|1659|2416|The Sm-Nd age of 4335 ± 71 Ma and Ɛ^1^4^3Nd = +0.23 ± 0.44 for lunar troctolite 76535 are consistent with early lunar formation accompanied by early differentiation of urKREEP if the initial lunar Ɛ^1^4^3Nd was similar to that in cumulate eucrites.
2012GeCoA..87..154E|2012|Chromite symplectites in Mg-suite troctolite 76535 as evidence for infiltration metasomatism of a lunar layered intrusion|Elardo, Stephen M., McCubbin, Francis M., Shearer, Charles K.|Geochimica et Cosmochimica Acta|87||154|Despite the very low chromium concentrations in its cumulus olivine (̃140 ppm), lunar troctolite 76535 contains large amounts of Cr sporadically, but highly concentrated, in symplectite assemblages consisting of Mg-Al-chromite and two pyroxenes. Previously proposed symplectite formation mechanisms include crystallization of trapped interstitial melt, diffusion of Cr from cumulus olivine, and/or remobilization of cumulus chromite grains. These mechanisms would imply that the highly Cr-depleted nature of Mg-suite parental magmas and their source materials inferred from cumulus olivine may be illusory. We have conducted a detailed petrologic and textural study of symplectites, as well as chromite veins, intercumulus assemblages, olivine-hosted melt inclusions and clinopyroxene-troilite veins in 76535 with the goals of constraining the origin of the symplectites, and the degree of Cr-depletion in Mg-suite magmas relative to other lunar basalts. Orthopyroxene and clinopyroxene in melt inclusions are depleted in Cr relative to their symplectite counterparts, averaging 900 and 1200 ppm vs. 7400 and 8100 ppm Cr<SUB>2</SUB>O<SUB>3</SUB>, respectively. Olivine in contact with symplectite assemblages may exhibit a diffusion profile of Cr going into olivine, whereas olivine boundaries away from symplectites show no diffusion profile. There is also a distinct lack of primary chromite as inclusions in cumulus phases and melt inclusions. Multiple textural observations, melt inclusion chemistry, and modeling of chromite-olivine equilibrium rule out previously proposed symplectite formation mechanisms, and strongly suggest that chromite was not a primary crystallization product of the 76535 parental magma. Accordingly, the post-cumulus addition of Cr and Fe is required to produce the symplectites. After considering multiple models, the addition of Cr and Fe to 76535 via infiltration metasomatism by an exogenous chromite-saturated melt is the model most consistent with multiple textural and geochemical observations. Failure of models that call upon Cr diffusion out of olivine grains imply that the observed Cr-depleted nature of olivine observed in many Mg-suite lithologies is a primary feature of the Cr-depleted nature of the Mg-suite parental magmas and their source materials. This substantial depletion of Cr in the magma relative to mare basalt magmas still requires a satisfactory explanation in order to be consistent with Mg-suite petrogenetic models and currently accepted bulk-Moon compositions. Additionally, if the intimate interaction of migrating melts with early lunar crustal lithologies was a widespread phenomenon after LMO solidification, it provides another mechanism by which to reset or delay closure of radiogenic isotopic systems and explain the Mg-suite-ferroan anorthosite age overlap.
2012epsc.conf..778W|2012|The Lunar Core Dynamo|Weiss, B. P., Suavet, C., Tikoo, S. M., Shuster, D. L., Grove, T. L., Gattacceca, J., Fuller, M. D.|European Planetary Science Congress 2012|||EPSC2012|By the end of the Apollo era, paleomagnetic studies had established that lunar rocks carry a remanent magnetization that was acquired on the Moon. However, it was unclear whether this magnetization was produced by a core dynamo field or by plasmas generated by meteoroid impacts. We have been reexamining the paleomagnetism of lunar rocks with the goal of establishing the origin of the magnetizing field and its temporal history. Our recent analyses of troctolite 76535 and mare basalts 10020, 10017, and 10049 have now confirmed that a lunar core dynamo existed with a surface intensity of ~60-70 μT from at least 4.2 to 3.6 billion years (Ga) ago. Furthermore, our analyses of mare basalts 12022 and 15597 have identified no stable magnetization, indicating that the dynamo field had declined to weak (<7 μT) or null intensities by 3.3 Ga. The protracted lifetime of the lunar dynamo may require an unusual power source like mechanical stirring. Furthermore, the strong inferred intensities present a challenge to current dynamo theory.
2012E&PSL.337...93T|2012|Magnetic fidelity of lunar samples and implications for an ancient core dynamo|Tikoo, Sonia M., Weiss, Benjamin P., Buz, Jennifer, Lima, Eduardo A., Shea, Erin K., Melo, Gabriela, Grove, Timothy L.|Earth and Planetary Science Letters|337||93|Some lunar rocks have stable magnetizations that provide compelling evidence for an ancient lunar core dynamo. However, a longstanding problem has been interpreting the unstable alternating field (AF) demagnetization behavior observed in the remaining majority of the Apollo lunar sample suite. Similar unstable behavior has also been observed for many meteorites. It is unclear whether the behavior of these samples indicates that they formed in the absence of an ancient magnetizing field or whether they simply have poor magnetic recording properties. It is necessary to distinguish between these two possibilities in order to determine whether paleomagnetic fields were present on a sample's parent body. To address this issue, we analyzed five samples whose rock magnetic properties span the full suite of observed demagnetization behaviors: mare basalts 15556, 15016, 12017, 10020, and troctolite 76535. We demonstrate that the effects of spurious anhysteretic remanent magnetization (ARM) during AF demagnetization, in combination with multidomain magnetic carriers and magnetic remanence anisotropy, are likely responsible for the apparently poor magnetic behavior of many lunar samples. Therefore, the unstable AF demagnetization behavior observed for many lunar samples is not alone sufficient for ruling out the presence of an ancient lunar core dynamo. Nevertheless, spurious ARM may explain the observation of surprisingly high (≥1 μT) Apollo-era paleointensity measurements for samples thought to have formed after the cessation of a lunar core dynamo (<1.5 Ga).
2012AGUFM.P43B1930H|2012|Water in a young Moon constrained from ferroan anorthosites|Hui, H., Peslier, A. H., Zhang, Y., Neal, C. R.|AGU Fall Meeting Abstracts|||P43B|One of the most important conclusions resulting from the Apollo and Luna missions was the lack of water detected in the returned samples or at the surface of the Moon. This notion has been included in most geophysical and geochemical models of lunar formation and evolution. The view of an anhydrous lunar interior, however, has been challenged by the recent discoveries of hydrogen in picritic glass beads, apatites and olivine melt inclusions that were facilitated by the improvements of analytical detection limit of hydrogen. Indigenous water is now considered to be heterogeneously distributed in the lunar interior, some parts containing as much water as Earth's upper mantle. Hydrogen isotopic compositions of apatites in mare basalts have been used to identify the source of this water, with results indicating a combination of indigenous lunar water, water from comets, and solar wind protons. However, magma ocean crystallization modeling suggests that the water contents estimated for the lunar mantle from mare basalts may be overestimated. We present here measurements of water in the primary products of the lunar magma ocean (LMO) in order to potentially bypass the processes of later addition of water through impact event and/or solar wind implantation, and to estimate the water content of the Moon's interior at the time of the magma ocean crystallization, and that of the mare basalt source regions. Ferroan anorthosite is the only available lithology that is believed to be a primary product of the LMO. It is generally understood that plagioclase, after crystallization, floated in the LMO and formed ferroan anorthosite as the original permanent crust of the Moon. Therefore, any indigenous water preserved in pristine ferroan anorthosite was partitioned from the LMO. Using Fourier transform infrared spectroscopy, we have measured ~6 ppm of indigenous water as hydroxyl species in plagioclases from ferroan anorthosite 15415 and 60015. As plagioclase becomes a liquidus phase after 80% LMO crystallization, we calculated the initial water content of the latter to have been ~320 ppm H2O. Water accumulated in the final 2 vol.% LMO residuum as crystallization proceeded could reach amounts of ~1.4 wt.%. We therefore show that water has been present in the lunar interior since its earliest history, during LMO formation and crystallization. This water can affect magma ocean crystallization dynamics and the following mantle cumulate overturn process, and hence the genesis of the mare basalts. Furthermore, the amount of water calculated for the LMO is sufficient to explain those detected in lunar mare basalts, which are thought to be derived from more recently remelted magma ocean cumulates. Finally, ~6 ppm of indigenous water measured in ferroan anorthosite together with up to ~2.7 ppm that we have detected in plagioclase of troctolite 76535 may contribute a significant portion to the trace amount of water/hydroxyl recently detected on the surface of the lunar highland crust by spacecraft.
2012AGUFM.P34B..01W|2012|The Lunar Core Dynamo|Weiss, B. P., Suavet, C. R., Tikoo, S. M., Shuster, D. L., Gattacceca, J., Fuller, M.|AGU Fall Meeting Abstracts|||P34B|By the end of the Apollo era, paleomagnetic studies had established that lunar rocks carry a remanent magnetization that was acquired on the Moon. However, it was unclear whether this magnetization was produced by a core dynamo field or by plasmas generated by meteoroid impacts. We have been reexamining the paleomagnetism of lunar rocks with the goal of establishing the origin of the magnetizing field and its temporal history. Our recent analyses of troctolite 76535 and mare basalts 10020, 10017, and 10049 have now confirmed that a lunar core dynamo existed with a surface intensity of ~60-70 μT from at least 4.2 to 3.6 billion years (Ga) ago. Furthermore, our analyses of mare basalts 12022 and 15597 have identified no stable magnetization, indicating that the dynamo field had declined to weak (<7 μT) or null intensities by 3.3 Ga. The protracted lifetime of the lunar dynamo may require an unusual power source like mechanical stirring. Furthermore, the strong inferred intensities present a challenge to current dynamo theory.
