
||APOLLO 17 MISSION COMMENTARY 12/6/72 CST 23:31 GET -00:01 MC45/1
-00:01|PAO|This is Mission Control. Gene Cernan reporting the launch vehicle maneuvering to the proper attitude, everything looking good at this point.
|PAO|First stage looks good. Altitude 1.1 miles. Booster says we look good. We are now at 2.5 miles.
|PAO|Everybody says "Looking great - Right on the line . We re now 1 mile down range. Launch vehicle 4,2 miles high. Coming up on maximum dynamic pressure at this point. 4 miles down range, 8 miles high and the velocity approaching 3000 feet per second.
|PAO|And the flight dynamics officer says we look good on all sources, right on the trajectory.
|PAO|Flight Director, Gene Kranz, taking a status for staging, we say we look good for staging.
||APOLLO 17 MISSION COMMENTARY 12/6/72 CST 23:31 GET 00:01 MC-45/2
000:01|PAO|Inboard engines shutting down on time as planned. Crew will experience maximum G forces of about 4 Gs at shutdown. Coming up on first stage shutdown. And we've had shutdown on time on the first stage.
|PAO|That's the automatic guidance system, the inertial guidance system, performing properly.
|PAO|Apollo 17 now 65 miles high.
|PAO|Coming up on 5 minutes. Everything still looks very good in the launch of Apollo 17. The launch vehicle spacecraft now 80 miles high, 230 miles down range.
|PAO|Capcom, Robert Obermeyer, advising Gene Cernan and the crew aboard Apollo 17 the second stage shutdown at about 9 minutes 20 seconds elapsed time. We'll have that shutdown in about 3 and a half minutes from now.
||APOLLO 17 MISSION COMMENTARY 12/6/72 2331 CST 00:01 GET MC-45/3
000:01|PAO|Apollo 17 still right on the nominal trajectory at an altitude now of about 92 nautical miles.
|PAO|Now 7 minutes in and we have sufficient velocity to make orbit with the Saturn third stage should we have an unexpected early shutdown of the second stage.
|PAO|We're now less than 2 minutes from second stage shutdown and ignition of the Saturn third stage. And the center engine will be shutting down as scheduled in about 10 seconds .
|PAO|And that inboard shutdown looked to be on time. Apollo 17 now 625 miles downrange, 93 miles in altitude.
|PAO|The spacecraft guidance systems agreeing very closely with the Saturn guidance. It looks good.
|PAO|Staging now less than 1 minute.
|PAO|Apollo 17 traveling at 21 000 feet per second. It's achieved about 83 percent of the velocity required for a minimum orbit.
|PAO|And about 10 seconds to staging.
||APOLLO 17 MISSION COMMENTARY 12/6/72 2331 CST 00:01 GET MC 45/4
000:01|PAO|We're up to 23 000 feet per second - we'll be shooting for something over 25 000.
|PAO|Coming up on 10 minutes 30 seconds after liftoff and the spacecraft launch vehicle now 11 000 - 1100 miles, rather, downrange, altitude 93.4 miles.
|PAO|And we're about 1 minute from shutdown, about 1 minute from orbit insertion.
|PAO|And that looked like a near nominal shutdown. At shutdown we show 25 600 feet per second. That also looks very close.
|PAO|Gene Cernan reporting the on board Indication of an orbit of 93.5 by 89.5. Now we'll be getting tracking and confirming that here on the ground.
||APOLLO 17 MISSION COMMENTARY 12/6/72 GET 00:14 CST 23:43 MC 46/1
000:14|PAO|This is Apollo Control coming up on 14 minutes after liftoff, that liftoff coming about 2 hours 40 minutes late, and we'11 be assessing the effects of that late liftoff on subsequent events in the mission timeline, passing those along. One of the effects will be a change in the acquisition of signal loss of signal time and as we move along on the ground track -
|PAO|This is Apollo Control at 16 minutes 45 seconds after liftoff. We've confirmed Apollo 17 is in a near nominal orbit. The crew reported an orbit of about 93.5 by 89.5 based on their onboard calculations and computations on the
||APOLLO 17 MISSION COMMENTARY 12/6/72 CST 00:24 GET 25:00 MC 47/1
025:00|PAO|This is Apollo Control at 24 minutes. Apollo 17 now in an orbit about 90 miles by 93 miles and everything appears to be nominal aboard the spacecraft and aboard the launch vehicle, Saturn third stage. One additional impact of our late liftoff will be the loss of television coverage for the transposition and docking maneuver. The television coverage will not be possible because the ground track has shifted and we'don't have the site coverage that had been expected for television. The translunar injection burn, reigniting the Saturn third stage to put the spacecraft on its trajectory to the Moon, is now scheduled to occur at a ground elapsed time of 3 hours 12 minutes 35 seconds, or roughly 9 minutes earlier than the flight plan time. This again the effect of the late lift off. And we will be reacquiring Apollo 17 through the Carnarvon Tracking Station at a ground elapsed time of about 52 minutes 20 seconds, roughly 27 minutes from now.
|PAO|This is Apollo Control now 32 minutes after the liftoff of Apollc 17 and we have loss of signal with the spacecraft, we will be reacquiring through the Carnarvon Tracking Station in about 20 minutes. And from the President of the United States we have the following message to the crew of Apollo 17. The message reads: As you set forth on the final Apollo expedition to the Moon I want to have my personal best wishes for a successful mission and safe return. I am sure your voyage, your scientific exploration, will be the crowning achievement in a program which has expanded man's horizons, brought great credit to your country and lifted the spirits of people all over the world. God speed to you all. Signed Richard Nixon. The flight Dynamics officer, continuing to process tracking data, following orbital insertions, reports that there is a small amount of out of plane error showing up in the orbit. This is believed is due to a small error in the ins truient unit of the Saturn thrid stage. However, the orbit is very close to nominal, about 90 nautical miles by 93 nautical -
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 0:35 CST 24:03 MC 48/1
000:35|PAO|However, the orbit is very close to nominal - about 90 nautical jiiles by 93 nautical miles. And, we look very good, both with respect to the spacecraft and with respect to the Saturn 3rd stage which must perform that burn putting Apollo 17 on its trajectory toward the Moon. At 34 minutes, this is Apollo Control Houston. This is Apollo Control. The postlaunch press conference at Cape Kennedy is scheduled to begin at 12:33 central standard time, 1:33 a.m. eastern standard time. Again, that time 12:33 central standard time, 1:33 eastern standard for the post-launch press conference at Cape Kennedy.
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 00:51 CST 24:25 MC 49/1
000:51|PAO|Control at 51 minutes into the flight of Apollo 17 and we're standing by to reacquire the spacecraft through the Carnarvon, Australia, tracking station. One of the things the booster engineer will be looking for when we reacquire them and get good log on the data will be the Saturn 3rd stage instrument unit. Looking at one brief bit of data before we lost signal, it appears that one of the four batteries in the instrument unit had a very high current drain on it. We will be looking closely at that to see if it was simply a telemetry problem or if, in fact, that battery does have some problem. And we should be about 15 seconds from reacquiring.
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 00:51 CST 24:25 MC 49/3
000:51|PAO|This is Apollo Control. We're coming up now one 1 hour after liftoff for Apollo 17. And as you heard CAPCOM Robert Overmyer reporting to the crew that everything looks good including the Saturn 3rd stage. Apparently the indication we had of a possible battery problem in the instrument unit nothing more than a bad bit of telemetry there. When the booster engln eer got a good hard look at the telemetry on this pass, he reported everything looked good. We are ready at this point to begin the post-launch press conference at Cape Kennedy and we 11 switch to Cape Kennedy and stand by for that press conference
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 1:25 CST OlOO MC 50/1
001:25|PAO|This is Apollo Control. 1 hour 25 minutes after lift off. During the postlaunch press conference at Cape Kennedy, we had a short aquisition with the crew through the Hawaian tracking station. During that period of conversation, and during that period of monitoring the systems on the spacecraft and the launch vehicle, we found that the situation was essentially unchanged. That is both vehicles now looking good; the spacecraft and the launch vehicle.
||APOLLO 17 MISSION COMMENTARY 12/7/72 0120 CST 1:45 GET MC 52/1
001:45|PAO|This is Apollo Control at 1 hour 51 minutes. We're getting good telemetry data from Apollo 17 through one of the Apollo Range Instrumented Aircraft out over the Atlantic Ocean. Apollo 17 moving across the Atlantic now towards Africa. And on the next revolution, at about this point, the spacecraft will be on its way to the Moon during the Trans-lunar injection maneuver. Ignition for that burn is scheduled to occur 1 hour 21 minutes from now. During launch the flight surgeon monitoring heart rates on the 3 crewmen recorded peak heart rates of 130 for the Commander Gene Cernan, also 130 for Command Module pilot, Ron Evans, and 115 for Lunar Module pilot, Jack Schmitt. We should be reacquiring the command service module and reestablishing voice communications with the astronauts in about 2 minutes from now through Ascension.
|PAO|This is Apollo Control. We should be acquiring the spacecraft through Ascension in about 5 seconds and reestablishing voice communications with the crew.
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 1:55 CST 0130 MC 53/2
001:55|PAO|This is Apollo Control. Apollo 17 now over the horizon from the Ascension site - will be reacquiring in about 25 minutes through Carnarvon. And, as you heard CAPCOM Robert Overmyer advising the crew, we've been getting a good look at all the data, and spacecraft launch vehicles look fine.
||APOLLO 17 MISSION COMMENTARY 12/7/72 CST 0200 GET 2:25 MC 54/1
002:25|PAO|This is Apollo Control, 2 hours 25 minutes. Apollo 17 now approaching the west coast of Australia. And we'll be reacquiring the spacecraft in about 35 seconds. During this pass over Carnarvon we expect to pass up the first set of numbers to the crew that they'll use in the translunar injection burn to put them on their trajectory toward the Moon. That maneuver is scheduled to begin at 47 minutes from now. And we have acquisition of signal a little bit early.
||APOLLO 17 MISSION COMMENTARY 12/7/72 0224 CST 2:49 GET MC-55/1
002:49|PAO|This is Apollo Control at 2 hours 49 minutes. We're standing by now to acquire radio contact with Apollo 17 through Hawaii. During this Hawaian pass we're getting another good look at spacecraft and launch vehicle systems. The last look we had through Carnarvon everything looked very good. Flight Director, Gene Kranz, going over the status for these flight controllers observed that there appeared to be no problems that would interfere with TLI and we expect to have a normal translunar injection, about 23 minutes from now as Apollo 17 completes its stateside pass and moves out over the Atlantic Ocean at the start of its third revolution.
||APOLLO 17 MISSION COMMENTARY 12/7/72 CST 03:34 GET 2:59 MC 56/1
002:59|PAO|This is Apollo Control at 3 hours 4 minutes. We are now some 8 minutes away from ignition. Everything's looking good for the translunar injection maneuver, the combined S-IVB Saturn third stage and the spacecraft with an orbital weight of three hundred eight thousand two hundred ninety eight pounds at the start of this maneuver.
||APOLLO 17 MISSION COMMENTARY 12/7/72 GET 3:09 CST 0244 MC 57/1
003:09|PAO|And we're coming up now on 2 minutes until ignition. This burn, again, will be a 5 minute 51 second maneuver. The S-IVB engine, delivering about 225 000 pounds of thrust, and it will be increasing the spacecraft velocity in the current state of about 25 000 feet per second up to about
|PAO|And booster reports the ullage engines are on. This is to settle the propellants in the S-IVB prior to ignition. We are at 53 seconds from ignition.
