2020AGUFMDI0190012P|2020|Can the Late Heavy Bombardment hypothesis be resuscitated?|Parisi, A. F., Harrison, T. M., Mercer, C. M., Hodges, K. V.|AGU Fall Meeting Abstracts|2020||DI019-0012|The concept of a Late Heavy Bombardment (LHB) of Moon at ~3.9 Ga, based on geochemical arguments, was initially controversial but became widely accepted when <SUP>40</SUP>Ar/<SUP>39</SUP>Ar step-heating analyses of Apollo samples appeared to yield ~3.9 Ga "plateau" ages. Recently, application of the "plateau age" model for dating complex impact melt rocks (not the simpler mineral systems for which the model was developed) has attracted criticism [1]. For impact melt rocks, degassing artifacts and the variation of Argon diffusivity in constituent phases frustrate attempts to extract robust impact age estimates from conventional <SUP>40</SUP>Ar/<SUP>39</SUP>Ar incremental heating data alone. While it has been argued that highly clustered ages from multiple isotopic methods on individual lunar rocks provide confidence that interpreted impact ages are meaningful [2], the actual data backing up this assertion are sparse. <P />We are attempting to rectify this through SIMS U-Th-Pb dating of neoformed zircon, apatite, and merrillite in well-documented lunar melt rocks 77115 and 73217, previously found to contain three discrete melt domains ranging from 3.8 to 3.3 Ga by <SUP>40</SUP>Ar/<SUP>39</SUP>Ar laserprobe dating [3]. Replication of the existing <SUP>40</SUP>Ar/<SUP>39</SUP>Ar laserprobe ages would provide the first evidence that multiple isotopic systems can yield concordant ages of lunar melt rocks and increase our confidence in interpreted impact ages. But even so, a multichronometric analytical campaign conducted on many samples would be required to confirm the LHB hypothesis. Such efforts would be complicated by the fact that not all lunar melt rocks are likely to contain accessory minerals appropriate for such studies. Their presence depends on both the thermal state and chemistry of the melt. Most lunar rocks outside the Procellarum KREEP terrane are not capable of crystallizing accessory phases large enough for in situ chronologic investigation because high levels of P and Zr needed to stabilize magmatic phosphates and zircon. This imposes an inherent bias in using them to establish global impact chronologies. Nonetheless, it should be possible to constrain the ages of large, nearside, basin-forming impacts. <P />[1] Boehnke &amp; Harrison (2016) PNAS 113, 10802; [2] Bottke &amp; Norman (2017), AREPS 45, 619; [3] Mercer et al. (2015) Science Advances 1, 1.|
2017PhDT.......143M|2017|High Spatial Resolution 40Ar/39Ar Geochronology of Lunar Impact Melt Rocks|Mercer, Cameron Mark|Ph.D. Thesis||||Impact cratering has played a key role in the evolution of the solid surfaces of Solar System bodies. While much of Earth’s impact record has been erased, its Moon preserves an extensive history of bombardment. Quantifying the timing of lunar impact events is crucial to understanding how impacts have shaped the evolution of early Earth, and provides the basis for estimating the ages of other cratered surfaces in the Solar System. Many lunar impact melt rocks are complex mixtures of glassy and crystalline “melt” materials and inherited clasts of pre-impact minerals and rocks. If analyzed in bulk, these samples can yield complicated incremental release 40Ar/39Ar spectra, making it challenging to uniquely interpret impact ages. Here, I have used a combination of high-spatial resolution 40Ar/39Ar geochronology and thermal-kinetic modeling to gain new insights into the impact histories recorded by such lunar samples. To compare my data to those of previous studies, I developed a software tool to account for differences in the decay, isotopic, and monitor age parameters used for different published 40Ar/39Ar datasets. Using an ultraviolet laser ablation microprobe (UVLAMP) system I selectively dated melt and clast components of impact melt rocks collected during the Apollo 16 and 17 missions. UVLAMP 40Ar/39Ar data for samples 77135, 60315, 61015, and 63355 show evidence of open-system behavior, and provide new insights into how to interpret some complexities of published incremental heating 40Ar/39Ar spectra. Samples 77115, 63525, 63549, and 65015 have relatively simple thermal histories, and UVLAMP 40Ar/39Ar data for the melt components of these rocks indicate the timing of impact events—spanning hundreds of millions of years—that influenced the Apollo 16 and 17 sites. My modeling and UVLAMP 40Ar/39Ar data for sample 73217 indicate that some impact melt rocks can quantitatively retain evidence for multiple melt-producing impact events, and imply that such polygenetic rocks should be regarded as high-value sampling opportunities during future exploration missions to cratered planetary surfaces. Collectively, my results complement previous incremental heating 40Ar/39Ar studies, and support interpretations that the Moon experienced a prolonged period of heavy bombardment early in its history.|
2014LPI....45.2669M|2014|Diverse Impact Histories of Apollo 17 Melt Breccias Revealed by In Situ 40Ar/39Ar Geochronology|Mercer, C. M., Young, K. E., Weirich, J. R., Hodges, K. V., Jolliff, B. L., Wartho, J. A., van Soest, M. C.|45th Annual Lunar and Planetary Science Conference||1777|2669|Laser microprobe 40Ar/39Ar geochronology reveals that the Apollo 17 melt breccias 77115 and 73217 record diverse and extensive impact histories.|
1980luhc.conf.....M|1980|Conference on the Lunar Highlands Crust, Houston, Tex., November 14-16, 1979, Proceedings|Merrill, R. B., Papike, J. J.|Lunar Highlands Crust||||The conference covered mission objectives for geological exploration of the Apollo 16 landing site, classification and nomenclature of lunar highland rocks, origins of pristine crustal rocks, samples for the earliest lunar crust, the cordierite to spinel transition in the formation of the crust, and dropping stones in magma oceans. Topics also included orientations of central peaks in lunar craters, an experimental study of the thermal history of fragment-laden 'basalt' 77115, and volcanic rocks in lunar highlands.|
1979LPICo.394.....R|1979|[Abstracts of] Papers Presented to the Conference on The Lunar Highlands Crust|Robertson, P. C., Merrill, R. B., Papike, J. J.|The Lunar Highlands Crust|394|||The conference covered mission objectives for geological exploration of the Apollo 16 landing site, classification and nomenclature of lunar highland rocks, origins of pristine crustal rocks, samples for the earliest lunar crust, the cordierite to spinel transition in the formation of the crust, and dropping stones in magma oceans. Topics also included orientations of central peaks in lunar craters, an experimental study of the thermal history of fragment-laden 'basalt' 77115, and volcanic rocks in lunar highlands.|
1978LPSC....9..877M|1978|The Apollo 17 Station 7 boulder: Summary of study by the International Consortium.|Minkin, J. A., Thompson, C. L., Chao, E. C. T.|Lunar and Planetary Science Conference Proceedings|1||877|A systematic interdisciplinary study of the Apollo 17 station 7 boulder, from the foot of the North Massif at Taurus-Littrow, is described. The astronauts observed four lithologies: a large white clast represented by 77215, cut by dark dikelets (77075) and enclosed in blue-gray breccia (77115); the assemblage of these three rock types is in turn surrounded by green-gray breccia (77135). The history of the station 7 boulder, as construed from the results of the consortium study, is presented.|
1977LPSC....8.2301N|1977|The history of the Apollo 17 Station 7 boulder.|Nakamura, N., Tatsumoto, M.|Lunar and Planetary Science Conference Proceedings|2||2301|Rb-Sr and Sm-Nd methods were used to determine the age of the dark dikelets 77075 cutting the 4.36 b.y. noritic breccia 77215 of the Station 7 boulder of Apollo 17. A regression line corresponding to an age of 4.07 plus or minus 0.09 b.y. is obtained with an Rb-87 decay constant of 1.41 x 10 to the -11th/yr and an initial Sr-87/Sr-86 ratio of approximately 0.69918. It is noted that the intrusion age of the dikelets provides the most reliable criterion for determining the age of the entire boulder, i.e., the boulder is not an extension of 77115, which formed more recently. Attention is given to a generalized lunar history during the first 600 m.y.|
1975LPSC....6..493C|1975|The petrogenesis of 77115 and its xenocrysts: description and preliminary interpretation.|Chao, E. C. T., Minkin, J. A., Thompson, C. L., Huebner, J. S.|Lunar and Planetary Science Conference Proceedings|1||493|77115, a fragment-laden feldspathic pigeonite basalt, is one of four hand specimen-size samples collected from a boulder about 2.5 m across at Station 7, Taurus-Littrow. 77115 crystallized rapidly from a melt at or near the lunar surface and contains a population of xenoliths and xenocrysts which must have come from two or more separate sources. Broad reaction rims present in many of the xenocrysts suggest that cooling of the melt may have been very slow initially and rapid in the latter stage to produce the very fine-grained matrix. If the requirement for two cooling rates can be established, this will favor an endogenous igneous origin rather than an impact origin for the melt. Another interpretation is that the matrix crystallized first, followed by subsolidus reaction between xenocrysts and matrix to form the rims. The Apollo 17 feldspathic pigeonite basalts are postulated to be the dominant rock types of the early lunar crust.|
1974E&PSL..23..413C|1974|Preliminary petrographic description and geologic implications of the Apollo 17 Station 7 boulder consortium samples|Chao, E. C. T., Minkin, J. A., Thompson, C. L.|Earth and Planetary Science Letters|23|3|413|Preliminary petrographic description and mineral composition of four hand samples (77135, 77115, 77075 and 77215) are presented. 77135, 77115, and 77075 all crystallized from fragment-laden melts; they are similar in textures but differ in grain size. 77135 and 77115 are pigeonite feldspathic basalts. On the basis of geologic and petrographic evidence, 77115 and 77075 are related; they formed, cooled, and consolidated before being engulfed in the vesicular 77135. The impact or igneous origin of the melts from which these rocks crystallized cannot be determined. 77215 is a shocked, strongly sheared and granulated microbreccia consisting of three major lithologies dominated by mineral clasts of orthopyroxene and calcic plagioclase. The orthopyroxene clasts contain coarse exsolved blebs of augite, suggesting a deep-seated origin. The major, minor, and trace element compositions of 77135, 77115, and 77075 are in general similar. They represent a major highland rock type, perhaps more important than anorthosites.|http://dx.doi.org/10.1016/0012-821X(74)90130-7
1974E&PSL..23..429B|1974|The dissection and consortium allocation of Apollo 17 lunar rocks from the boulder at station 7|Butler, P., Dealing, T. E.|Earth and Planetary Science Letters|23|3|429|The Apollo 17 astronauts removed four rocks samples to represent each of the lithologies they recognized in the boulder at station 7: sample 77215 from an off-white meter-sized block; sample 77075 from one of the thin dikes that cross the off-white block; 77115 from the blue-gray rock adjacent to the off-white block and apparently continuous with thin dikes that cross the block; sample 77135 of the tan-gray or green-gray vesicular rock adjacent to the blue-gray (77115) rock. A consortium of investigators has been organized, under the leadership of E.C.T. Chao, to study the samples. Each sample shows a number of lithologic types in terms of clasts (or xenoliths) and matrices. A table shows how subsamples have been allocated for consortium study. Maps and photographs show the relations between subsample locations and lithologies for the two more dissected samples, 77115 and 77135.|http://dx.doi.org/10.1016/0012-821X(74)90131-9
