2022M&PS...57.1759K|2022|Composition of the Apollo 17 drive tube 76001 and the nonmare lithologies of the North Massif and Luna 20|Korotev, Randy L.|Meteoritics and Planetary Science|57|9|1759|Bulk composition data for 24 chemical elements are presented for regolith samples (&lt;1 mm fines) from each of the 62 half-centimeter dissection intervals along the 31 cm length of the 76001 vertical drive tube collected by astronauts at the base of the North Massif at station 6 of the Apollo 17 landing site. The core regolith is nearly uniform in composition with depth although the concentrations of Sc and Sm, for example, decrease from 28.5 μg g<SUP>−1</SUP> Sc and 5.93 μg g<SUP>−1</SUP> Sm at the top 2.5 cm to 26.9 μg g<SUP>−1</SUP> Sc and 5.55 μg g<SUP>−1</SUP> Sm at the bottom 2.5 cm. This change reflects an increase with depth in the relative abundance of Sm-poor, feldspathic material, from 48.4% at the top to 50.1% at the bottom. On the basis of compositional mass balance, the feldspathic (nonmare) material of the station 6 regolith requires a substantial proportion of an Mg-rich lithology, ~27% when modeled as troctolite sample 76535. The remaining 73% is nominally Sm-poor anorthositic norite in composition. No such Mg-rich component is required to account for the composition of the regolith of the South Massif (stations 2 and 3). The total feldspathic component of the North Massif regolith, normatively an anorthositic troctolite (74 vol% plagioclase, olivine:pyroxene = 55:45, Mg' = 78%), is very similar to that of the nonmare component of the Luna 20 regolith collected 910 km to the southeast on the Crisium ejecta deposit. We also present new composition data for 21, 25, and 16 small lithic fragments (0.1-3.9 mg each) from the regoliths of the Luna 16, 20, and 24 missions.|http://dx.doi.org/10.1111/maps.13900
2021NatCo..12.7054N|2021|Chemical heterogeneities reveal early rapid cooling of Apollo Troctolite 76535|Nelson, William S., Hammer, Julia E., Shea, Thomas, Hellebrand, Eric, Jeffrey Taylor, G.|Nature Communications|12||7054|The evolution of the lunar interior is constrained by samples of the magnesian suite of rocks returned by the Apollo missions. Reconciling the paradoxical geochemical features of this suite constitutes a feasibility test of lunar differentiation models. Here we present the results of a microanalytical examination of the archetypal specimen, troctolite 76535, previously thought to have cooled slowly from a large magma body. We report a degree of intra-crystalline compositional heterogeneity (phosphorus in olivine and sodium in plagioclase) fundamentally inconsistent with prolonged residence at high temperature. Diffusion chronometry shows these heterogeneities could not have survived magmatic temperatures for &gt;~20 My, i.e., far less than the previous estimated cooling duration of &gt;100 My. Quantitative modeling provides a constraint on the thermal history of the lower lunar crust, and the textural evidence of dissolution and reprecipitation in olivine grains supports reactive melt infiltration as the mechanism by which the magnesian suite formed.|http://dx.doi.org/10.1038/s41467-021-26841-4
2021E&PSL.56917046Z|2021|Timing of lunar Mg-suite magmatism constrained by SIMS U-Pb dating of Apollo norite 78238|Zhang, Bidong, Lin, Yangting, Moser, Desmond E., Warren, Paul H., Hao, Jialong, Barker, Ivan R., Shieh, Sean R., Bouvier, Audrey|Earth and Planetary Science Letters|569||117046|The lunar Mg-suite magmatic rocks are commonly thought to represent mafic intrusions into the anorthositic flotation crust of the lunar magma ocean (LMO). Their geochronology is, therefore, important for constraining evolution models of the LMO. Petrogenetic models of the Mg-suite hold that their parent magmas were derived from primary LMO sources (Mg-cumulates, An-rich plagioclase, and melts enriched in KREEP-potassium, rare earth elements, and phosphorus). Previous radiogenic isotopic age interpretations of Mg-suite and putatively older, related ferroan anorthosites (FANs) overlap over a 200-million-year interval. The Apollo 78238 norite is an exemplary Mg-suite rock, with a relict coarse igneous texture modified by shock metamorphism. In-situ secondary ion mass spectrometry U-Pb analyses of zircon and baddeleyite in 78238 yield discordant arrays, attributed to recent impact metamorphism, with upper intercepts that constrain its crystallization age. The four oldest baddeleyite analyses give a weighted mean <SUP>207</SUP>Pb/<SUP>206</SUP>Pb age of 4332 ± 18 Ma (2σ, MSWD = 0.06, P = 0.98), which is interpreted as the crystallization age of the norite. The overlap of the baddeleyite age with previously reported Sm-Nd and Pb-Pb mineral isochron ages for 78238 (Edmunson et al., 2009) supports a moderately fast cooling of the norite. Moreover, it is distinguishably younger than the most precisely dated sample of FAN (Apollo 60025), measured at 4360 ± 3 Ma by Sm-Nd and Pb-Pb mineral isochrons (Borg et al., 2011). Together with the baddeleyite <SUP>207</SUP>Pb/<SUP>206</SUP>Pb age of Apollo Mg-suite troctolite 76535 at 4328 ± 8 Ma (White et al., 2020), the chronological record of the 78238 norite indicates a significant Mg-suite magmatic event at 4.33 Ga and a lower age limit on LMO differentiation.|http://dx.doi.org/10.1016/j.epsl.2021.117046
2020NatAs...4..974W|2020|Evidence of extensive lunar crust formation in impact melt sheets 4,330 Myr ago|White, L. F., Černok, A., Darling, J. R., Whitehouse, M. J., Joy, K. H., Cayron, C., Dunlop, J., Tait, K. T., Anand, M.|Nature Astronomy|4||974|Accurately constraining the formation and evolution of the lunar magnesian suite is key to understanding the earliest periods of magmatic crustal building that followed accretion and primordial differentiation of the Moon. However, the origin and evolution of these unique rocks is highly debated. Here, we report on the microstructural characterization of a large (~250-μm) baddeleyite (monoclinic-ZrO<SUB>2</SUB>) grain in Apollo troctolite 76535 that preserves quantifiable crystallographic relationships indicative of reversion from a precursor cubic-ZrO<SUB>2</SUB> phase. This observation places important constraints on the formation temperature of the grain (&gt;2,300 °C), which endogenic processes alone fail to reconcile. We conclude that the troctolite crystallized directly from a large, differentiated impact melt sheet 4,328 ± 8 Myr ago. These results suggest that impact bombardment would have played a critical role in the evolution of the earliest planetary crusts.|http://dx.doi.org/10.1038/s41550-020-1092-5
2020GeCoA.290..312B|2020|The formation and evolution of the Moon's crust inferred from the Sm-Nd isotopic systematics of highlands rocks|Borg, Lars E., Cassata, William S., Wimpenny, Josh, Gaffney, Amy M., Shearer, Charles K.|Geochimica et Cosmochimica Acta|290||312|Ages determined for magnesian and ferroan anorthosite crustal rock suites overlap, suggesting they formed contemporaneously about 4.3-4.5 Ga. A notable exception is the Sm-Nd age previously determined on Mg-suite gabbronorite 67667 which is at least 100 Ma younger than the youngest ferroan anorthosite. New chronologic measurements of 67667 presented here yield concordant Sm-Nd and Rb-Sr mineral isochron ages of 4349 ± 31 Ma and 4368 ± 67 Ma, suggesting the sample is older than previous estimates. Furthermore, a whole rock Sm-Nd isochron of Mg-suite rocks from the Apollo 14, 15, 16, and 17 landing sites yields an age of 4348 ± 25 Ma, indicating that Mg-suite magmatism was widespread and roughly contemporaneous on the lunar nearside. Analysis of Sm-Nd internal isochron ages confirms that Mg-suite magmatism was restricted to a period between about 4.33 and 4.35 Ga at the Apollo 14, 15, 16, and 17 landing sites and was synchronous with magmatism at the Apollo 16 site associated with the ferroan anorthosite suite between 4.35 and 4.37 Ga. Magnesian- and ferroan anorthosite suite rocks with ages younger than ∼4.33 Ga appear to have experienced slow cooling in the deep lunar interior, so that the ages record when the samples cooled below the closure temperature of the Sm-Nd isotopic system and not the time they crystallized. <P />The ages determined for Mg-suite and ferroan anorthosite suite rocks are concordant with the age determined for the formation of urKREEP of 4350 ± 34 Ma using the Sm-Nd isotopic systematics of 67667 and measurements completed on norite 78238, troctolite 76535, KREEP basalt 15386, and gabbronorite NWA 773. Crystallization ages of Mg-suite and FAS are also concordant with the average of <SUP>146</SUP>Sm-<SUP>142</SUP>Nd ages previously determined for the formation of the mare basalt source region of 4333 ± 30 Ma. The similarity of ages for Mg-suite magmatism, ferroan anorthosite suite magmatism, urKREEP formation, and formation of the mare basalt source regions implies the processes that produced these rocks were petrogenetically linked. It also implies that both early-stage and late-stage lunar magma ocean cumulates formed over a relatively short duration of &lt;40 Ma. Late and somewhat rapid solidification of a lunar magma ocean can account for the concordance of ferroan anorthosite suite rocks, urKREEP, and the mare basalt source regions. However, the major and trace element compositions of Mg-suite magmas preclude them from being a primary differentiation product of the lunar magma ocean. Instead, the Mg-suite could be produced as a result of mixing of magma ocean solidification products during density driven overturn occurring immediately after, or perhaps during, solidification of the lunar magma ocean. This scenario not only accounts for the chronology of the various rock suites, but is consistent with the petrogenesis of the Mg-suite that involves the interaction between pre-existing Mg-rich, plagioclase-rich, and urKREEP-rich cumulates of the magma ocean.|http://dx.doi.org/10.1016/j.gca.2020.09.013
2020EGUGA..22.1169C|2020|Lunar Phosphates Record Impact Cratering Events at Micro to Nano Scales|Cernok, Ana, White, Lee, Tait, Kimberly, Anand, Mahesh, Kamo, Sandra, Whitehouse, Martin, Darling, James|EGU General Assembly Conference Abstracts|||1169|The field of planetary mineralogy has greatly benefited from recent studies of accessory minerals that utilise µm- and nm-scale analytical techniques such as EBSD, APT, TEM and SIMS. Apatite and merrillite have been of particular interest, as they record vital information on the volatile content, U-Pb ages and trace-element composition of various planetary materials. However, the extent to which shock-deformation, pervasive among all planetary materials, affects the distribution of these valuable geochemical tracers is still poorly understood. Here we focus on exploring the U-Pb and Pb-Pb ages of apatite and merrillite in a set of variably shocked lunar rocks, building on previous nanostructural analyses of the phosphates.We carried out U-Pb and Pb-Pb analyses of phosphates in Apollo 17 samples of the Mg-suite rocks (76535, 76335, 76255, 72255, 78235 and 78236) using the CAMECA 1280 ion microprobe at the NordSIMS facility (Stockholm). In addition, we applied a recently developed approach of conducting high-precision U-Pb and Pb-Pb analyses by ID-TIMS of extracted phosphate grains (Jack Satterly Lab, University of Toronto). For this purpose, individual ~50x50x30 µm crystals of apatite and merrillite were extracted directly from thin sections using a Xe+ plasma FIB.As determined by SIMS, 207Pb/206Pb systematics of the unshocked or weakly shocked apatite in 76535 and 76335 is undisturbed, implying cooling of the rock below the closure temperature of Pb diffusion in apatite (~450°C) at ~4.2 Ga, ~100 Ma younger than what is interpreted as the rock's crystallization age. Phosphates that experienced similar levels of deformation but were in proximity or in direct contact with the impact melt in samples 76255 and 72255 show almost complete age resetting (~3.92 Ga). The SIMS determined age of 16 phosphates in sample 76255 is 3922.2 ± 6.7 Ma (2σ) and agrees with the previously published 207Pb/206Pb phosphate ages of impact melt breccias found within the same boulder and was interpreted as the timing of the Imbrium impact. These recrystallized phosphates yield comparable TIMS Pb-Pb ages (3917.8 ± 1.8 Ma and 3921.0 ± 1.3 Ma, 2σ) with significantly lower internal uncertainties than that of the individual SIMS measurements and may represent multiple impact-events close to the Imbrium event.SIMS U-Pb analyses of highly shocked phosphates (78235 and 78236) reveal a discordia line with an upper intercept of ~4.2 Ga and a lower intercept of ~0.5 Ga. We interpret this new, younger age as a minor thermal event that reactivated existing shock-induced nm-scale grain boundaries, as visualised by APT, within the apatite population to allow for Pb-loss at ~0.5 Ga. We propose a small crater located near the Apollo 17 landing site as a possible source of this sample.By correlating micro- to nanostructural characterization with in-situ age systematics we show that apatite and merrillite are powerful thermochronometers that provide a new approach to dating which has the potential to discriminate between temporally similar events. This can greatly aid in unravelling the bombardment record of solar system and be helpful when dealing with samples of limited availability (e.g. space return missions).|http://dx.doi.org/10.5194/egusphere-egu2020-1169
2020Icar..33813430G|2020|Troctolite 76535: A sample of the Moon's South Pole-Aitken basin?|Garrick-Bethell, Ian, Miljković, Katarina, Hiesinger, Harald, van der Bogert, Carolyn H., Laneuville, Matthieu, Shuster, David L., Korycansky, Donald G.|Icarus|338||113430|Lunar samples returned by the Apollo program have provided insights into numerous solar system processes. However, no samples were returned from the lunar farside, where one of the Moon's most geologically important features resides: the 2500-km-diameter South Pole-Aitken basin (SPA). Here, we explore the hypothesis that lunar troctolite 76535 was excavated by SPA. This hypothesis is motivated by the sample's low peak shock pressure (&lt;6 GPa), its substantial depth of origin (45-65 km), and its ancient <SUP>40</SUP>Ar/<SUP>39</SUP>Ar age of 4.25 Ga. We use hydrodynamic simulations of crater formation to show that for vertically incident impactors, SPA is the only known basin that can excavate material from the depth and shock pressure range relevant to 76535. The thermal history of 76535 also rules out excavation where a magma ocean was locally present. However, for the vertical impacts modeled, delivery of 76535 to the Apollo 17 site, where it was collected, requires a second impact event that preserved the sample's low shock state. An alternative interpretation of the SPA origin is that 76535 originates from the Serenitatis, Fecunditatis, or Australe basins, if the inferred origin depth of 76535 is in error by ~20 km, or its inferred peak shock pressure is in error by a factor of ~2. These basins could also be candidates for excavating 76535, if oblique impacts yield lower shock pressures of material excavated from the relevant depth. If troctolite 76535 is in fact a sample of SPA, we find that its 4.25 Ga excavation age and the density of large (100-300 km diameter) impact basins within and on the rim of SPA are consistent with the monotonically decaying Neukum (1983) chronology.|http://dx.doi.org/10.1016/j.icarus.2019.113430
2019AGUFM.V51F0114N|2019|Diffusion Chronometry on Lunar Troctolite 76535 to Resolve Magmatic Cooling History|Nelson, W. S., Hammer, J. E., Shea, T., Hellebrand, E., Taylor, G. J.|AGU Fall Meeting Abstracts|2019||V51F-0114|Any description of lunar evolution requires explanation of the chemically paradoxical magnesian suite (Mg-suite) of lunar highlands rocks, which is characterized by chemical characteristics consistent with extreme differentiation alongside primitive mineral compositions. A better understanding of the magmatic cooling history of these samples is an essential step toward evaluating existing petrogenetic models [1]. An ideal candidate for evaluating magmatic cooling history is the well-studied, highly pristine Apollo 17 troctolite 76535. Subtle compositional zoning in olivine and plagioclase crystals can be leveraged for geospeedometry, in which quantitative line scans alongside x-ray intensity maps are utilized to obtain diffusion timescales. These diffusion timescales are combined with constraints provided by radiometric data [2], in order to obtain possible thermal histories. We tested temperature-time profiles corresponding to continuous, differentiable, and monotonous functions. These functions are not actual cooling paths, but rather end-member cooling styles that provide constraints on overall cooling times. We find the early cooling of this sample was rapid, taking at most 9.7 million years to cool from 1293 to 850 ̊C, which is well within error of the current Sm-Nd age of this sample. Not only was the cooling rapid, but evidence of dissolution and regrowth of olivine suggests at least one excursion out of the olivine stability field. An initially rapid, possibly multi-stage magmatic cooling history for the Mg-suite would be consistent with impact melting or shallow emplacement of a small intrusion. <P />[1] Shearer C, Elardo S, Petro N, Borg L, McCubbin F, (2015), American Mineralogist, V100, PP204-32 <P />[2] Borg L, Connelly J, Cassata W, Gaffney A, Bizzarro M, (2016), Geochimica et Cosmochimica Acta, V 201, pp 377-391|
2019M&PS...54.1262C|2019|Shock-induced microtextures in lunar apatite and merrillite|Černok, Ana, White, Lee Francis, Darling, James, Dunlop, Joseph, Anand, Mahesh|Meteoritics and Planetary Science|54|6|1262|Apatite and merrillite are the most common phosphate minerals in a wide range of planetary materials and are key accessory phases for in situ age dating, as well as for determination of the volatile abundances and their isotopic composition. Although most lunar and meteoritic samples show at least some evidence of impact metamorphism, relatively little is known about how these two phosphates respond to shock-loading. In this work, we analyzed a set of well-studied lunar highlands samples (Apollo 17 Mg-suite rocks 76535, 76335, 72255, 78235, and 78236), in order of displaying increasing shock deformation stages from S1 to S6. We determined the stage of shock deformation of the rock based on existing plagioclase shock-pressure barometry using optical microscopy, Raman spectroscopy, and SEM-based panchromatic cathodoluminescence (CL) imaging of plagioclase. We then inspected the microtexture of apatite and merrillite through an integrated study of Raman spectroscopy, SEM-CL imaging, and electron backscatter diffraction (EBSD). EBSD analyses revealed that microtextures in apatite and merrillite become progressively more complex and deformed with increasing levels of shock-loading. An early shock-stage fragmentation at S1 and S2 is followed by subgrain formation from S2 onward, showing consistent decrease in subgrain size with increasing level of deformation (up to S5) and finally granularization of grains caused by recrystallization (S6). Starting with 2°-3° of intragrain crystal-plastic deformation in both phosphates at the lowest shock stage, apatite undergoes up to 25° and merrillite up to 30° of crystal-plastic deformation at the highest stage of shock deformation (S5). Merrillite displays lower shock impedance than apatite; hence, it is more deformed at the same level of shock-loading. We suggest that the microtexture of apatite and merrillite visualized by EBSD can be used to evaluate stages of shock deformation and should be taken into account when interpreting in situ geochemically relevant analyses of the phosphates, e.g., age or volatile content, as it has been shown in other accessory minerals that differently shocked domains can yield significantly different ages.|http://dx.doi.org/10.1111/maps.13278
2018LPI....49.2633G|2018|Age of the Lunar South Pole-Aitken Basin|Garrick-Bethell, I., Miljković, K.|49th Annual Lunar and Planetary Science Conference||2083|2633|Based on iSALE hydrocode modeling, we demonstrate that the South Pole-Aitken Basin is the only viable basin that could have excavated Apollo sample 76535.|
