2020M&PS...55..426G|2020|Atom probe tomography of space-weathered lunar ilmenite grain surfaces|Greer, Jennika, Rout, Surya. S., Isheim, Dieter, Seidman, David N., Wieler, Rainer, Heck, Philipp R.|Meteoritics and Planetary Science|55|2|426|The surfaces of airless bodies, such as the Moon and asteroids, are subject to space weathering, which alters the mineralogy of the upper tens of nanometers of grain surfaces. Atom probe tomography (APT) has the appropriate 3-D spatial resolution and analytical sensitivity to investigate such features at the nanometer scale. Here, we demonstrate that APT can be successfully used to characterize the composition and texture of space weathering products in ilmenite from Apollo 17 sample 71501 at near-atomic resolution. Two of the studied nanotips sampled the top surface of the space-weathered grain, while another nanotip sampled the ilmenite at about 50 nm below the surface. These nanotips contain small nanophase Fe particles (~3 to 10 nm diameter), with these particles becoming less frequent with depth. One of the nanotips contains a sequence of space weathering products, compositional zoning, and a void space (~15 nm in diameter) which we interpret as a vesicle generated by solar wind irradiation. No noble gases were detected in this vesicle, although there is evidence for <SUP>4</SUP>He elsewhere in the nanotip. This lunar soil grain exhibits the same space weathering features that have been well documented in transmission electron microscope studies of lunar and Itokawa asteroidal regolith grains.|http://dx.doi.org/10.1111/maps.13443
2013Icar..226..891K|2013|Ti distribution in grain-size fractions of Apollo soils 10084 and 71501|Kong, W. G., Jolliff, B. L., Wang, Alian|Icarus|226|1|891|Much work has been devoted to the correlation between the remotely sensed UV-VIS slope and the TiO<SUB>2</SUB> concentration of the lunar surface, and this correlation has been used to map the lunar surface TiO<SUB>2</SUB> distributions using data obtained from various missions. However, additional work is needed to fully evaluate the UV-VIS-TiO<SUB>2</SUB> correlation. Such work would help ongoing efforts to improve TiO<SUB>2</SUB> mapping (e.g., as currently underway with LROC Wide Angle Camera (WAC) data). To evaluate the UV-VIS-TiO<SUB>2</SUB> correlation, we are investigating soil petrographic factors (e.g., modal abundances of Ti bearing minerals, lithic, and glass hosts, ilmenite morphology, grain size, and maturity) that may influence the spectra. This “ground truth” approach will be useful in comparing between sample information and laboratory spectra to investigate the influence of petrographic factors on the spectra. In this work, we report the quantitative results of a systematic laboratory investigation of three size fractions (210-100 μm, 100-48 μm, 48-20 μm) of two high Ti lunar soils 10084 and 71501 using a combined digital imaging (backscattered electron image and X-ray maps) method. For each size fraction, the results include: (1) the modal abundances for single phase minerals and lithologic components; (2) the Ti distributions among Ti host components; and (3) the shape of ilmenite grains. We compile and compare the data together for the three size fractions of the two high Ti soils with different maturities as well as data from previous studies. Future work will include the investigation of finer size fractions (&lt;20 μm) and more samples (Apollo 12, Apollo 15) covering a larger range of Ti concentration and maturity, and comparison with their spectra.|http://dx.doi.org/10.1016/j.icarus.2013.07.007
2011LPI....42.1641K|2011|Ti Distribution in Grain-Size Fractions of Apollo Soils 10084 and 71501|Kong, W. G., Jolliff, B. L., Wang, A.|Lunar and Planetary Science Conference||1608|1641|Grain-size fractions of lunar soils 10084 and 71501 were studied using X-ray digital image analysis. We report results for mineral and lithologic modal analysis, shape analysis of ilmenite grains, and Ti distribution analysis.|
2011Icar..211..101L|2011|Mineralogy and geochemistry of four lunar soils by laser-Raman study|Ling, Z. C., Wang, Alian, Jolliff, Bradley L.|Icarus|211|1|101|Laser Raman spectroscopy is used to investigate four lunar soils, focusing on mineralogy of grains of &lt;45 μm size. Apollo samples 14163, 15271, 67511, and 71501 were selected as endmembers to study, based on their soil chemistry, maturity, and sample locations. Typical Raman spectral features for major and minor lunar minerals are discussed on the basis of major vibrational modes. We used the Raman peak shift to calculate Mg/(Mg + Fe + Ca) and Ca/(Mg + Fe + Ca) for pyroxene and Mg/(Mg + Fe) for olivine, and thus obtained the compositional distributions of these two minerals in each of the four lunar soils. Classification of feldspar grains was made based on recognition of their Raman patterns. A Raman point-counting procedure was applied to derive mineral modes of the soils, and these are found to be consistent with published modal analysis of these soils. The compositional distributions of pyroxene and olivine grains in each soil sample, as well as the mineral modes, reflect characteristics of the main source materials for these soils. Raman patterns and peak positions also reflect shock effects on plagioclase and quartz, found in 14163.|http://dx.doi.org/10.1016/j.icarus.2010.08.020
2009M&PS...44..839Z|2009|Apollo 17 regolith, 71501,262: A record of impact events and mare volcanism in lunar glasses|Zellner, N. E. B., Delano, J. W., Swindle, T. D., Barra, F., Olsen, E., Whittet, D. C. B.|Meteoritics and Planetary Science|44|6|839|Thirteen glasses from Apollo 17 regolith 71501,262 have been chemically analyzed by electron microprobe and isotopically dated with the <SUP>40</SUP>Ar/<SUP>39</SUP>Ar dating method. We report here the first isotopic age obtained for the Apollo 17 very low titanium (VLT) volcanic glasses, 3630 ± 40 Ma. Twelve impact glasses that span a wide compositional range have been found to record ages ranging from 102 ± 20 Ma to 3740 ± 50 Ma. The compositions of these impact glasses show that some have been produced by impact events within the Apollo 17 region, whereas others appear to be exotic to the landing site. As the data sets that include compositions and ages of lunar impact glasses increase, the impact history in the Earth-Moon system will become better constrained.|http://dx.doi.org/10.1111/j.1945-5100.2009.tb00772.x
2009LPI....40.2346J|2009|Distribution of Ti in Glass and Mineral Components of Lunar Soils 10084 and 71501; Grain Size Fraction 100 to 210 µm|Johnson, D., Jolliff, B., Zeigler, R., Carpenter, P.|Lunar and Planetary Science Conference|||2346|The grain size and shape of ilmenite and the distribution of Ti in components of Apollo 11 and Apollo 17 soils are discussed.|
2007LPI....38.1007Z|2007|Geochemistry and Impact History at the Apollo 17 Landing Site|Zellner, N. E. B., Delano, J. W., Swindle, T. D., Whittet, D. C. B.|Lunar and Planetary Science Conference||1338|1007|Impact glasses from regolith 71501,262 show diverse compositions and ages. Together with orbital data, they can provide geochemical constraints on the local and regional geology of the Moon.|
2007JGRE..112.2006H|2007|Apollo sample 70051 and high- and low-Ti lunar soil simulants MLS-1A and JSC-1A: Implications for future lunar exploration|Hill, Eddy, Mellin, Michael J., Deane, Bill, Liu, Yang, Taylor, Lawrence A.|Journal of Geophysical Research (Planets)|112|E2|E02006|Plans for establishment of a manned lunar base make it imperative that considerable research be performed on the use of lunar rocks and soil for in situ resource utilization (ISRU). Samples and simulants of lunar soil must be established for these studies. We present here the bulk and mineral chemistries of unusual Apollo 17 sample 70051, the &lt;45-μm fraction of 70051, and the bulk and mineral chemistries of lunar soil simulants MLS-1A, JSC-1A, and JSC-1Af. Comparison to lunar soils collected during the Apollo missions shows that 70051 has bulk chemistry similar to that of soils from the North Massif bounding the Valley of Taurus-Littrow. Particle-size distribution reveals 70051 to differ significantly from bona fide lunar soils. It is a coarse, immature sample with &gt;80 % of particles &gt;50 μm, and a constrained range of particle sizes (~50% of particles are 50-100 μm in size) when compared to typical Apollo 17 soils (e.g., 71501,1 has ~20% of particles in the 50-100 μm range). Plagioclase, present in rock fragments and as mineral fragments (up to sizes ~1 mm), is the main phase present (50.5 vol%). Simulant JSC-1A has a chemistry that is atypical for most of the Moon and contains 49.3 vol% glass. Simulant MLS-1A resembles the FeO, TiO<SUB>2</SUB> and Al<SUB>2</SUB>O<SUB>3</SUB> contents of mare basalt soils. Both lunar soil simulants have specific properties for certain in situ resource utilization studies, however, neither fully matches both the physical and chemical characteristics of lunar soil. Sample 70051, as a 1.4-kg haphazard mixture of lunar soil particles, is probably the best of the Apollo ``soil'' samples to be allocated for various ISRU investigations, where the uniqueness of lunar soils is deemed a necessity for study.|http://dx.doi.org/10.1029/2006JE002767
1999GeCoA..63.2145P|1999|Irradiation records in regolith materials, I: Isotopic compositions of solar-wind neon and argon in single lunar mineral grains|Pepin, R. O., Becker, R. H., Schlutter, D. J.|Geochimica et Cosmochimica Acta|63|13|2145|We have applied a stepwise pyrolytic extraction technique to eleven individual lunar regolith grains to investigate the compositions of light noble gases embedded in grain surfaces by solar wind irradiation, with emphasis on the rather poorly known isotopic composition of solar-wind argon. Results are intriguing: average <SUP>20</SUP>Ne/ <SUP>22</SUP>Ne ratios observed in early pyrolytic releases from ilmenite grains separated from lunar soils 71501, 79035 and 10084 agree very well with both direct measures of the solar wind neon composition in the Apollo foils and with values obtained in first releases from acid-etched ilmenites by the Zürich laboratory, whereas these same pyrolytic and acid-etch fractions carry argon isotopic signatures that significantly disagree - average <SUP>36</SUP>Ar/ <SUP>38</SUP>Ar ratios near 5.8 for thermal extraction compared to 5.4-5.5 for chemical etching at Zürich. Consideration of the isotopic and elemental data from these grains in the context of first-order diffusive modeling calculations points to gas release at low temperatures, without significant isotopic or elemental fractionation, from isolated grain-surface reservoirs of solar wind composition. The physical nature of these reservoirs is presently unknown. In this interpretation the preferred solar wind <SUP>20</SUP>Ne/ <SUP>22</SUP>Ne and <SUP>21</SUP>Ne/ <SUP>22</SUP>Ne ratios deduced from this study are respectively 13.81 ± 0.08 and 0.0333 ± 0.0003, both within error of the Zürich acid-etch values, and <SUP>36</SUP>Ar/ <SUP>38</SUP>Ar = 5.77 ± 0.08. It may be possible to reconcile the discrepancy between the acid-etch and pyrolytic estimates for the solar wind <SUP>36</SUP>Ar/ <SUP>38</SUP>Ar ratio in the context of arguments originally advanced by Benkert et al. (1993) to account for their He and Ne isotopic compositions. At the other, high-temperature end of the release profile from one of these grains there are clear isotopic indications of the presence of a Ne constituent with <SUP>20</SUP>Ne/ <SUP>22</SUP>Ne close to the 11.2 ratio found at Zürich and attributed by these workers to a deeply-sited component implanted by solar energetic particles.|http://dx.doi.org/10.1016/S0016-7037(99)00002-2
1993Metic..28Q.412N|1993|Extraction of He and NE from Individual Lunar Ilmenite Grains by Pulse Heating|Nier, A. O., Schlutter, D. J.|Meteoritics|28|3|412|The pulse-heating technique employed for extracting helium and neon from individual interplanetary dust particles [1] has been extended to a similar study of individual lunar grains. A succession of 5-s constant power pulses is applied to the oven holding the particle. The power is increased in 0.25-W increments until all the gas is removed. The peak temperature reached during a pulse lasts about 2 s and increases by roughly 75 degrees C for each 0.25-W increment in power. In the present investigation six individual ilmenite grains of lunar soil 71501 and of breccia 79035 were studied. It was felt that this method of extracting the gas might help in distinguishing between surface embedded solar wind (SW) particles and more deeply embedded constituents such as solar energetic particles (SEP) [2], or gas of trapped or primordial origin. Although only six particles of each type have been studied to date, interesting results are beginning to emerge. For example, for both types of particles, for the initial low power pulses where the maximum pulse temperature does not exceed 500 degrees C, the ^3He/^4He ratio falls near 4 x 10^-4, as expected, if the helium is primarily unfractionated solar wind implanted near the surface. As the pulse temperature is increased to around 1000 degrees C and the solar wind gas presumably has been removed, the ^3He/^4He ratio falls to around 2.5 x 10^-4, in rough agreement with the layer etching results [2]. Likewise, the ^20Ne/^22Ne ratio falls from around 14 to a value near 12, as in the etching experiments [2]. In the case of ^4He/^20Ne ratios there appears to be a real difference between the particles from the two ilmenites. For the 79035 grains, the ratio falls from around 600 for the surface gas to around 150 for the later high-temperature extractions. On the other hand, for the 71501 grains, the ratio starts somewhat lower, near 400, and drops below 100 as the pulse temperature is raised. A qualitatively similar difference was observed in the total gas released by laser beam extractions performed on single grains from the same lunar ilmenite samples [3]. While there is considerable scatter in the data, the overall results are gratifying, and should become more definitive as more particles are investigated. The initial releases, almost certainly from the surfaces of the particles, come closer to the solar wind values [4] than generally reported for lunar grains. It will be interesting to see whether or not the differences observed are real and have a bearing on the general problem of the variation of the solar wind with time [5]. Acknowledgment: We are indebted to R. Wieler for the ilmenite grains used in the investigation. References: [1] Nier A. O. and Schlutter D. J. (1993) LPS XXIV, 1075-1076.[2] Wieler R. et al. (1986) GCA, 50, 1997-2017. [3] Olinger C. T. et al. (1990) Meteoritics, 25, 394. [4] Geiss J. et al. (1972) Apollo 16 Prelim. Sci. Rept., 14-1 to 14-10, NASA SP 315. [5] Becker R. H. and Pepin R. O. (1989) GCA, 53, 1135-1146.|
