2013AGUSMGP24A..05F|2013|Lunar Paleomagnetism|Fuller, M., Weiss, B. P.|AGU Spring Meeting Abstracts|2013||GP24A-05|We have completed a reanalysis of the old Apollo paleomagnetic data using modern techniques of analysis and presentation. The principal result from the mare basalts is that several samples, such as 10020, 10017, 10049, and 70215 appear to be carrying primary natural remanent magnetization (NRM) acquired on the Moon as they cooled initially on the lunar surface, but in almost every case alternating field (AF) demagnetization was not carried out to strong enough fields to isolate this primary magnetization properly. When modern measurements are available, the agreement between old Apollo era data and new data is strikingly good. It also appears that the fields recorded by the basalts of Apollo 11 and Apollo 17 are stronger than those recorded by Apollo 12 and Apollo 15 basalts. Indeed it is not clear that any reliable records have come from these younger samples. The histories of breccias are more complicated than those of mare basalts and their NRM is harder to interpret. For regolith breccias, interpretations are complicated because of their strong superparamagnetic components and their complex, polymict lithologies. It would be unwise to use these samples for paleointensity estimates unless one can be sure that the NRM was entirely acquired as TRM during cooling after the shock event, as may be the case for 15498. In contrast, the melt rock and melt breccias, which include samples formed at high temperatures far above the Curie point of any magnetic carriers, have an excellent chance of recording lunar fields faithfully as they cool. This cooling may have taken place in a melt pool in a simple crater, or in a melt layer in a complex crater. Such samples would then have been excavated and deposited in the regolith and some appear to have recorded strong fields, but more work needs to be done to test this suggestion. Other melt rocks and melt breccias have had more complicated histories and appear to have been deposited in ejecta blankets, where final cooling took place. A useful, if imperfect, analogy may be pyroclastic volcanic deposits. The samples from the Apollo 17 layered boulder 1 at station 2 provide an example of this history. If a pTRM can be related to this secondary cooling, then we may recover a record of the field during this cooling. Samples such as 62235 and 72215 may provide just such a record, with Apollo-era and modern estimates of fields of the order of around 100 microT. Explaining such high paleointensities so late in lunar history is a major challenge to dynamo models based on cooling of the core, given its small size, and has led to alternative models.|
2011AGUFM.P13D1696F|2011|Lunar paleomagnetism: a new analysis of the Apollo-era paleomagnetic measurements|Fuller, M., Weiss, B. P.|AGU Fall Meeting Abstracts|2011||P13D-1696|The Apollo era lunar paleomagnetism suffered from the lack of modern instrumentation and data analysis techniques. However, paleomagnetic data for nearly 100 samples were reported. We have completed a reanalysis of these old Apollo paleomagnetic data using modern techniques of analysis. The principal result from the mare basalts is that many samples such as 10020, 10017, 10049, 12022, and 70215 appear to be carrying primary natural remanent magnetization (NRM) acquired on the Moon as they initially cooled on the lunar surface, but in almost every case alternating field (AF) demagnetization was not carried out to strong enough fields to isolate this primary magnetization properly. When modern measurements are available, the agreement between old Apollo era data and new data is strikingly good. It also appears that the fields recorded by the basalts of Apollo 11 and Apollo 17 may be stronger than those recorded by Apollo 12 basalts, but the small number of high fidelity magnetic recorders among the latter group make this tentative at present. The histories of breccias are more complicated than those of mare basalts and their NRM is harder to interpret. The regolith and fragmental breccias have NRM, which is either a combination of shock remanent magnetization (SRM) acquired during shock lithification and partial to total thermal remanent magnetization (TRM) depending upon the residual temperature after the shock event. For regolith breccias, interpretations are complicated because of their strong superparamagnetic components and their complex, polymict lithologies. It would be unwise to use these samples for paleointensity estimates unless one can be sure that the NRM was entirely acquired as TRM during cooling after the shock event, such as may be the case for 15498. In contrast, the melt rock and melt breccias, which are formed at high temperatures far above the Curie point of any magnetic carriers, have an excellent chance of recording lunar fields faithfully when they cool. This cooling may have taken place in a melt pool in a simple crater, or in a melt layer in a complex crater. Such samples would then have been excavated and deposited in the regolith. Samples 14310, 68416, 77017 and 77135 may have had such simple histories and some appear to have recorded strong fields, but more work needs to be done to test this suggestion. Other melt rocks and melt breccias have had more complicated histories and appear to have been deposited in ejecta blankets, where final cooling took place. The samples from the Apollo 17 layered boulder 1 at station 2 provide an example of this history. If a pTRM can be related to this secondary cooling, then we may recover a record of the field during this cooling. Samples such as 62235 and 72215 may provide just such a record, with Apollo-era and modern estimates of fields of the order of around 100 microT. Explaining such high paleointensities so late in lunar history is a major challenge to dynamo models given the small size of the lunar core.|
1983LPI....14..115C|1983|Lunar Sample Magnetic Stratigraphy|Cisowski, S. M., Fuller, M.|Lunar and Planetary Science Conference|||115|ABSTRACT_PLACEHOLDER|
1981LPI....12...89B|1981|Partitioning of Trace Elements among Coexisting Opaque Oxides in Apollo 17 Basalts Using a Proton Probe Microanalyzer|Blank, H., Nobiling, R., Traxel, K., El Goresy, A.|Lunar and Planetary Science Conference|||89|ABSTRACT_PLACEHOLDER|
1980LPSC...11.1777H|1980|Thermal diffusivity of two Apollo 11 samples, 10020,44 and 10065,23: effect of petrofabrics on the thermal conductivity of porous lunar rocks under vacuum.|Horai, K., Winkler, J. L., Jr.|Lunar and Planetary Science Conference Proceedings|3||1777|ABSTRACT_PLACEHOLDER|
1980LPSC...11..251D|1980|Chemistry and liquidus phase relations of Apollo 15 red glass: implications for the deep lunar interior.|Delano, J. W.|Lunar and Planetary Science Conference Proceedings|1||251|Electron microprobe analyses indicate that the Apollo 15 red glasses with 13.8 wt.% TiO2 were produced in a volcanic fire-fountain. They are composed of three chemical groups connected by a pronounced trend. The liquidus phase relations are compatible with the view that the most Mg-rich group (A) was produced by partial melting of Ti-rich cumulates at a depth of about 480 km. The other red glasses (B and C) may have been derived from the group A magma by fractional crystallization at pressures less than 5 kbar. The fact that high-Ti mare liquids were produced at depths greatly in excess of 100 km requires an important revision of cumulate-remelting models. It is suggested that 4.4-AE cumulate rockbergs sank into the deep lunar interior soon after the global differentiation event. These blocks have a wide range of compositions and underwent partial melting at depths of 400 to 500 km to produce low- and high-Ti magmas.|
1980LPI....11..222D|1980|Apollo 16 Green Glass|Delano, J. W., Rudowski, R.|Lunar and Planetary Science Conference|||222|ABSTRACT_PLACEHOLDER|
1980LPI....11..210D|1980|Apollo 15 Red Glass: Chemistry and Liquidus Phase Relations|Delano, J. W.|Lunar and Planetary Science Conference|||210|ABSTRACT_PLACEHOLDER|
1979LPSC...10..327M|1979|74001 drive tube: siderophile elements match II B iron meteorite pattern.|Morgan, J. W., Wandless, G. A.|Lunar and Planetary Science Conference Proceedings|1||327|Eight siderophile elements, seven volatile elements, and U were determined in three samples from 74001 by radiochemical neutron activation analysis. The siderophile pattern closely corresponds to the addition of approximately 0.1% of II B iron meteorites, and the enrichment of nonsiderophile volatile elements seems to be derived from lunar sources with variation generally following Se content. In addition, in 74001 (predominantly black glass), moderately volatile elements (Ag, Zn) are more abundant than In, Cd, and particularly Bi, while in 74220 (mainly orange glass), Ag, Zn, In, and Cd are almost equally abundant, but Bi is as low as in 74001.|
1978LPSC....9.2451D|1978|Carbon, nitrogen and sulfur in Apollo 15, 16 and 17 rocks.|Des Marais, D. J.|Lunar and Planetary Science Conference Proceedings|2||2451|Carbon, nitrogen and sulfur contents, as well as carbon isotopic compositions, were determined for seven lunar rocks from the Apollo 15, 16 and 17 missions. Sequential combustion at three temperatures was used to resolve terrestrial contamination from indigenous lunar volatiles. Nitrogen abundances averaged 0.4 micrograms/gram in the samples. The results of the sequential combustion analysis suggested that all the samples contained variable amounts of terrestrial carbon contamination prior to examination. Indigenous lunar carbon abundances ranging from 2.5 to 6 micrograms/gram were found. Thus the moon appears to be substantially depleted in nitrogen and carbon relative to the earth and C and H meteorites.|
